region,tech,step,year,SupplyCurve
19,2,2,2036,0.21
19,2,3,2036,0.21
9,2,1,2036,1.61
9,2,2,2036,1.61
9,2,3,2036,1.61
8,2,1,2036,2.26
8,2,2,2036,2.26
8,2,3,2036,2.26
14,2,1,2036,1.93
14,2,2,2036,1.93
14,2,3,2036,1.93
1,2,1,2036,3
1,2,2,2036,3
1,2,3,2036,3
15,2,1,2037,1.83
15,2,2,2037,1.83
15,2,3,2037,1.83
16,2,1,2037,0.13
16,2,2,2037,0.13
16,2,3,2037,0.13
20,2,1,2037,0.43
20,2,2,2037,0.43
20,2,3,2037,0.43
6,2,1,2037,0.85
6,2,2,2037,0.85
6,2,3,2037,0.85
17,2,1,2037,2.88
17,2,2,2037,2.88
17,2,3,2037,2.88
21,2,1,2037,0.07
21,2,2,2037,0.07
21,2,3,2037,0.07
23,2,1,2037,0.02
23,2,2,2037,0.02
23,2,3,2037,0.02
22,2,1,2037,0.17
22,2,2,2037,0.17
22,2,3,2037,0.17
24,2,1,2037,0.05
24,2,2,2037,0.05
24,2,3,2037,0.05
7,2,1,2037,2
7,2,2,2037,2
7,2,3,2037,2
10,2,1,2037,3.35
10,2,2,2037,3.35
10,2,3,2037,3.35
13,2,1,2037,0.14
13,2,2,2037,0.14
13,2,3,2037,0.14
2,2,1,2037,1.69
2,2,2,2037,1.69
2,2,3,2037,1.69
25,2,1,2037,0.07
25,2,2,2037,0.07
25,2,3,2037,0.07
4,2,1,2037,0.6
4,2,2,2037,0.6
4,2,3,2037,0.6
12,2,1,2037,0.09
12,2,2,2037,0.09
12,2,3,2037,0.09
3,2,1,2037,0.84
3,2,2,2037,0.84
3,2,3,2037,0.84
18,2,1,2037,0.57
18,2,2,2037,0.57
18,2,3,2037,0.57
11,2,1,2037,0.64
11,2,2,2037,0.64
11,2,3,2037,0.64
5,2,1,2037,0.83
5,2,2,2037,0.83
5,2,3,2037,0.83
19,2,1,2037,0.21
19,2,2,2037,0.21
19,2,3,2037,0.21
9,2,1,2037,1.61
9,2,2,2037,1.61
9,2,3,2037,1.61
8,2,1,2037,2.26
8,2,2,2037,2.26
8,2,3,2037,2.26
14,2,1,2037,1.93
14,2,2,2037,1.93
14,2,3,2037,1.93
1,2,1,2037,3
1,2,2,2037,3
1,2,3,2037,3
15,2,1,2038,1.83
15,2,2,2038,1.83
15,2,3,2038,1.83
16,2,1,2038,0.13
16,2,2,2038,0.13
16,2,3,2038,0.13
20,2,1,2038,0.43
20,2,2,2038,0.43
20,2,3,2038,0.43
6,2,1,2038,0.85
6,2,2,2038,0.85
6,2,3,2038,0.85
17,2,1,2038,2.88
17,2,2,2038,2.88
17,2,3,2038,2.88
21,2,1,2038,0.07
21,2,2,2038,0.07
21,2,3,2038,0.07
23,2,1,2038,0.02
23,2,2,2038,0.02
23,2,3,2038,0.02
22,2,1,2038,0.17
22,2,2,2038,0.17
22,2,3,2038,0.17
24,2,1,2038,0.05
24,2,2,2038,0.05
24,2,3,2038,0.05
7,2,1,2038,2
7,2,2,2038,2
7,2,3,2038,2
10,2,1,2038,3.35
10,2,2,2038,3.35
10,2,3,2038,3.35
13,2,1,2038,0.14
13,2,2,2038,0.14
13,2,3,2038,0.14
2,2,1,2038,1.69
2,2,2,2038,1.69
2,2,3,2038,1.69
25,2,1,2038,0.07
25,2,2,2038,0.07
25,2,3,2038,0.07
4,2,1,2038,0.6
4,2,2,2038,0.6
4,2,3,2038,0.6
12,2,1,2038,0.09
12,2,2,2038,0.09
12,2,3,2038,0.09
3,2,1,2038,0.84
3,2,2,2038,0.84
3,2,3,2038,0.84
18,2,1,2038,0.57
18,2,2,2038,0.57
18,2,3,2038,0.57
11,2,1,2038,0.64
11,2,2,2038,0.64
11,2,3,2038,0.64
5,2,1,2038,0.83
5,2,2,2038,0.83
5,2,3,2038,0.83
19,2,1,2038,0.21
19,2,2,2038,0.21
19,2,3,2038,0.21
9,2,1,2038,1.61
9,2,2,2038,1.61
9,2,3,2038,1.61
8,2,1,2038,2.26
8,2,2,2038,2.26
8,2,3,2038,2.26
14,2,1,2038,1.93
14,2,2,2038,1.93
14,2,3,2038,1.93
1,2,1,2038,3
1,2,2,2038,3
1,2,3,2038,3
15,2,1,2039,1.83
15,2,2,2039,1.83
15,2,3,2039,1.83
16,2,1,2039,0.13
16,2,2,2039,0.13
16,2,3,2039,0.13
20,2,1,2039,0.43
20,2,2,2039,0.43
20,2,3,2039,0.43
6,2,1,2039,0.85
6,2,2,2039,0.85
6,2,3,2039,0.85
17,2,1,2039,2.88
17,2,2,2039,2.88
17,2,3,2039,2.88
21,2,1,2039,0.07
21,2,2,2039,0.07
21,2,3,2039,0.07
23,2,1,2039,0.02
23,2,2,2039,0.02
23,2,3,2039,0.02
22,2,1,2039,0.17
22,2,2,2039,0.17
22,2,3,2039,0.17
24,2,1,2039,0.05
24,2,2,2039,0.05
24,2,3,2039,0.05
7,2,1,2039,2
7,2,2,2039,2
7,2,3,2039,2
10,2,1,2039,3.35
10,2,2,2039,3.35
10,2,3,2039,3.35
13,2,1,2039,0.14
13,2,2,2039,0.14
13,2,3,2039,0.14
2,2,1,2039,1.69
2,2,2,2039,1.69
2,2,3,2039,1.69
25,2,1,2039,0.07
25,2,2,2039,0.07
25,2,3,2039,0.07
4,2,1,2039,0.6
4,2,2,2039,0.6
4,2,3,2039,0.6
12,2,1,2039,0.09
12,2,2,2039,0.09
12,2,3,2039,0.09
3,2,1,2039,0.84
3,2,2,2039,0.84
3,2,3,2039,0.84
18,2,1,2039,0.57
18,2,2,2039,0.57
18,2,3,2039,0.57
11,2,1,2039,0.64
11,2,2,2039,0.64
11,2,3,2039,0.64
5,2,1,2039,0.83
5,2,2,2039,0.83
5,2,3,2039,0.83
19,2,1,2039,0.21
19,2,2,2039,0.21
19,2,3,2039,0.21
9,2,1,2039,1.61
9,2,2,2039,1.61
9,2,3,2039,1.61
8,2,1,2039,2.26
8,2,2,2039,2.26
8,2,3,2039,2.26
14,2,1,2039,1.93
14,2,2,2039,1.93
14,2,3,2039,1.93
1,2,1,2039,3
1,2,2,2039,3
1,2,3,2039,3
15,2,1,2040,1.83
15,2,2,2040,1.83
15,2,3,2040,1.83
16,2,1,2040,0.13
16,2,2,2040,0.13
16,2,3,2040,0.13
20,2,1,2040,0.43
20,2,2,2040,0.43
20,2,3,2040,0.43
6,2,1,2040,0.85
6,2,2,2040,0.85
6,2,3,2040,0.85
17,2,1,2040,2.88
17,2,2,2040,2.88
17,2,3,2040,2.88
21,2,1,2040,0.07
21,2,2,2040,0.07
21,2,3,2040,0.07
23,2,1,2040,0.02
23,2,2,2040,0.02
23,2,3,2040,0.02
22,2,1,2040,0.17
22,2,2,2040,0.17
22,2,3,2040,0.17
24,2,1,2040,0.05
24,2,2,2040,0.05
24,2,3,2040,0.05
7,2,1,2040,2
7,2,2,2040,2
7,2,3,2040,2
10,2,1,2040,3.35
10,2,2,2040,3.35
10,2,3,2040,3.35
13,2,1,2040,0.14
13,2,2,2040,0.14
13,2,3,2040,0.14
2,2,1,2040,1.69
2,2,2,2040,1.69
2,2,3,2040,1.69
25,2,1,2040,0.07
25,2,2,2040,0.07
25,2,3,2040,0.07
4,2,1,2040,0.6
4,2,2,2040,0.6
4,2,3,2040,0.6
12,2,1,2040,0.09
12,2,2,2040,0.09
12,2,3,2040,0.09
3,2,1,2040,0.84
3,2,2,2040,0.84
3,2,3,2040,0.84
18,2,1,2040,0.57
18,2,2,2040,0.57
18,2,3,2040,0.57
11,2,1,2040,0.64
11,2,2,2040,0.64
11,2,3,2040,0.64
5,2,1,2040,0.83
5,2,2,2040,0.83
5,2,3,2040,0.83
19,2,1,2040,0.21
19,2,2,2040,0.21
19,2,3,2040,0.21
9,2,1,2040,1.61
9,2,2,2040,1.61
9,2,3,2040,1.61
8,2,1,2040,2.26
8,2,2,2040,2.26
8,2,3,2040,2.26
14,2,1,2040,1.93
14,2,2,2040,1.93
14,2,3,2040,1.93
1,2,1,2040,3
1,2,2,2040,3
1,2,3,2040,3
15,2,1,2041,1.83
15,2,2,2041,1.83
15,2,3,2041,1.83
16,2,1,2041,0.13
16,2,2,2041,0.13
16,2,3,2041,0.13
20,2,1,2041,0.43
20,2,2,2041,0.43
20,2,3,2041,0.43
6,2,1,2041,0.85
6,2,2,2041,0.85
6,2,3,2041,0.85
17,2,1,2041,2.88
17,2,2,2041,2.88
17,2,3,2041,2.88
21,2,1,2041,0.07
21,2,2,2041,0.07
21,2,3,2041,0.07
23,2,1,2041,0.02
23,2,2,2041,0.02
23,2,3,2041,0.02
22,2,1,2041,0.17
22,2,2,2041,0.17
22,2,3,2041,0.17
24,2,1,2041,0.05
24,2,2,2041,0.05
24,2,3,2041,0.05
7,2,1,2041,2
7,2,2,2041,2
7,2,3,2041,2
10,2,1,2041,3.35
10,2,2,2041,3.35
10,2,3,2041,3.35
13,2,1,2041,0.14
13,2,2,2041,0.14
13,2,3,2041,0.14
2,2,1,2041,1.69
2,2,2,2041,1.69
2,2,3,2041,1.69
25,2,1,2041,0.07
25,2,2,2041,0.07
25,2,3,2041,0.07
4,2,1,2041,0.6
4,2,2,2041,0.6
4,2,3,2041,0.6
12,2,1,2041,0.09
12,2,2,2041,0.09
12,2,3,2041,0.09
3,2,1,2041,0.84
3,2,2,2041,0.84
3,2,3,2041,0.84
18,2,1,2041,0.57
18,2,2,2041,0.57
18,2,3,2041,0.57
11,2,1,2041,0.64
11,2,2,2041,0.64
11,2,3,2041,0.64
5,2,1,2041,0.83
5,2,2,2041,0.83
5,2,3,2041,0.83
19,2,1,2041,0.21
19,2,2,2041,0.21
19,2,3,2041,0.21
9,2,1,2041,1.61
9,2,2,2041,1.61
9,2,3,2041,1.61
8,2,1,2041,2.26
8,2,2,2041,2.26
8,2,3,2041,2.26
14,2,1,2041,1.93
14,2,2,2041,1.93
14,2,3,2041,1.93
1,2,1,2041,3
1,2,2,2041,3
1,2,3,2041,3
15,2,1,2042,1.83
15,2,2,2042,1.83
15,2,3,2042,1.83
16,2,1,2042,0.13
16,2,2,2042,0.13
16,2,3,2042,0.13
20,2,1,2042,0.43
20,2,2,2042,0.43
20,2,3,2042,0.43
6,2,1,2042,0.85
6,2,2,2042,0.85
6,2,3,2042,0.85
17,2,1,2042,2.88
17,2,2,2042,2.88
17,2,3,2042,2.88
21,2,1,2042,0.07
21,2,2,2042,0.07
21,2,3,2042,0.07
23,2,1,2042,0.02
23,2,2,2042,0.02
23,2,3,2042,0.02
22,2,1,2042,0.17
22,2,2,2042,0.17
22,2,3,2042,0.17
24,2,1,2042,0.05
24,2,2,2042,0.05
24,2,3,2042,0.05
7,2,1,2042,2
7,2,2,2042,2
7,2,3,2042,2
10,2,1,2042,3.35
10,2,2,2042,3.35
10,2,3,2042,3.35
13,2,1,2042,0.14
13,2,2,2042,0.14
13,2,3,2042,0.14
2,2,1,2042,1.69
2,2,2,2042,1.69
2,2,3,2042,1.69
25,2,1,2042,0.07
25,2,2,2042,0.07
25,2,3,2042,0.07
4,2,1,2042,0.6
4,2,2,2042,0.6
4,2,3,2042,0.6
12,2,1,2042,0.09
12,2,2,2042,0.09
12,2,3,2042,0.09
3,2,1,2042,0.84
3,2,2,2042,0.84
3,2,3,2042,0.84
18,2,1,2042,0.57
18,2,2,2042,0.57
18,2,3,2042,0.57
11,2,1,2042,0.64
11,2,2,2042,0.64
11,2,3,2042,0.64
5,2,1,2042,0.83
5,2,2,2042,0.83
5,2,3,2042,0.83
19,2,1,2042,0.21
19,2,2,2042,0.21
19,2,3,2042,0.21
9,2,1,2042,1.61
9,2,2,2042,1.61
9,2,3,2042,1.61
8,2,1,2042,2.26
8,2,2,2042,2.26
8,2,3,2042,2.26
14,2,1,2042,1.93
14,2,2,2042,1.93
14,2,3,2042,1.93
1,2,1,2042,3
1,2,2,2042,3
1,2,3,2042,3
15,2,1,2043,1.83
15,2,2,2043,1.83
15,2,3,2043,1.83
16,2,1,2043,0.13
16,2,2,2043,0.13
16,2,3,2043,0.13
20,2,1,2043,0.43
20,2,2,2043,0.43
20,2,3,2043,0.43
6,2,1,2043,0.85
6,2,2,2043,0.85
6,2,3,2043,0.85
17,2,1,2043,2.88
17,2,2,2043,2.88
17,2,3,2043,2.88
21,2,1,2043,0.07
21,2,2,2043,0.07
21,2,3,2043,0.07
23,2,1,2043,0.02
23,2,2,2043,0.02
23,2,3,2043,0.02
22,2,1,2043,0.17
22,2,2,2043,0.17
22,2,3,2043,0.17
24,2,1,2043,0.05
24,2,2,2043,0.05
24,2,3,2043,0.05
7,2,1,2043,2
7,2,2,2043,2
7,2,3,2043,2
10,2,1,2043,3.35
10,2,2,2043,3.35
10,2,3,2043,3.35
13,2,1,2043,0.14
13,2,2,2043,0.14
13,2,3,2043,0.14
2,2,1,2043,1.69
2,2,2,2043,1.69
2,2,3,2043,1.69
25,2,1,2043,0.07
25,2,2,2043,0.07
25,2,3,2043,0.07
4,2,1,2043,0.6
4,2,2,2043,0.6
4,2,3,2043,0.6
12,2,1,2043,0.09
12,2,2,2043,0.09
12,2,3,2043,0.09
3,2,1,2043,0.84
3,2,2,2043,0.84
3,2,3,2043,0.84
18,2,1,2043,0.57
18,2,2,2043,0.57
18,2,3,2043,0.57
11,2,1,2043,0.64
11,2,2,2043,0.64
11,2,3,2043,0.64
5,2,1,2043,0.83
5,2,2,2043,0.83
5,2,3,2043,0.83
19,2,1,2043,0.21
19,2,2,2043,0.21
19,2,3,2043,0.21
9,2,1,2043,1.61
9,2,2,2043,1.61
9,2,3,2043,1.61
8,2,1,2043,2.26
8,2,2,2043,2.26
8,2,3,2043,2.26
14,2,1,2043,1.93
14,2,2,2043,1.93
14,2,3,2043,1.93
1,2,1,2043,3
1,2,2,2043,3
1,2,3,2043,3
15,2,1,2044,1.83
15,2,2,2044,1.83
15,2,3,2044,1.83
16,2,1,2044,0.13
16,2,2,2044,0.13
16,2,3,2044,0.13
20,2,1,2044,0.43
20,2,2,2044,0.43
20,2,3,2044,0.43
6,2,1,2044,0.85
6,2,2,2044,0.85
6,2,3,2044,0.85
17,2,1,2044,2.88
17,2,2,2044,2.88
17,2,3,2044,2.88
21,2,1,2044,0.07
21,2,2,2044,0.07
21,2,3,2044,0.07
23,2,1,2044,0.02
23,2,2,2044,0.02
23,2,3,2044,0.02
22,2,1,2044,0.17
22,2,2,2044,0.17
22,2,3,2044,0.17
24,2,1,2044,0.05
24,2,2,2044,0.05
24,2,3,2044,0.05
7,2,1,2044,2
7,2,2,2044,2
7,2,3,2044,2
10,2,1,2044,3.35
10,2,2,2044,3.35
10,2,3,2044,3.35
13,2,1,2044,0.14
13,2,2,2044,0.14
13,2,3,2044,0.14
2,2,1,2044,1.69
2,2,2,2044,1.69
2,2,3,2044,1.69
25,2,1,2044,0.07
25,2,2,2044,0.07
25,2,3,2044,0.07
4,2,1,2044,0.6
4,2,2,2044,0.6
4,2,3,2044,0.6
12,2,1,2044,0.09
12,2,2,2044,0.09
12,2,3,2044,0.09
3,2,1,2044,0.84
3,2,2,2044,0.84
3,2,3,2044,0.84
18,2,1,2044,0.57
18,2,2,2044,0.57
18,2,3,2044,0.57
11,2,1,2044,0.64
11,2,2,2044,0.64
11,2,3,2044,0.64
5,2,1,2044,0.83
5,2,2,2044,0.83
5,2,3,2044,0.83
19,2,1,2044,0.21
19,2,2,2044,0.21
19,2,3,2044,0.21
9,2,1,2044,1.61
9,2,2,2044,1.61
9,2,3,2044,1.61
8,2,1,2044,2.26
8,2,2,2044,2.26
8,2,3,2044,2.26
14,2,1,2044,1.93
14,2,2,2044,1.93
14,2,3,2044,1.93
1,2,1,2044,3
1,2,2,2044,3
1,2,3,2044,3
15,2,1,2045,1.83
15,2,2,2045,1.83
15,2,3,2045,1.83
16,2,1,2045,0.13
16,2,2,2045,0.13
16,2,3,2045,0.13
20,2,1,2045,0.43
20,2,2,2045,0.43
20,2,3,2045,0.43
6,2,1,2045,0.85
6,2,2,2045,0.85
6,2,3,2045,0.85
17,2,1,2045,2.88
17,2,2,2045,2.88
17,2,3,2045,2.88
21,2,1,2045,0.07
21,2,2,2045,0.07
21,2,3,2045,0.07
23,2,1,2045,0.02
23,2,2,2045,0.02
23,2,3,2045,0.02
22,2,1,2045,0.17
22,2,2,2045,0.17
22,2,3,2045,0.17
24,2,1,2045,0.05
24,2,2,2045,0.05
24,2,3,2045,0.05
7,2,1,2045,2
7,2,2,2045,2
7,2,3,2045,2
10,2,1,2045,3.35
10,2,2,2045,3.35
10,2,3,2045,3.35
13,2,1,2045,0.14
13,2,2,2045,0.14
13,2,3,2045,0.14
2,2,1,2045,1.69
2,2,2,2045,1.69
2,2,3,2045,1.69
25,2,1,2045,0.07
25,2,2,2045,0.07
25,2,3,2045,0.07
4,2,1,2045,0.6
4,2,2,2045,0.6
4,2,3,2045,0.6
12,2,1,2045,0.09
12,2,2,2045,0.09
12,2,3,2045,0.09
3,2,1,2045,0.84
3,2,2,2045,0.84
3,2,3,2045,0.84
18,2,1,2045,0.57
18,2,2,2045,0.57
18,2,3,2045,0.57
11,2,1,2045,0.64
11,2,2,2045,0.64
11,2,3,2045,0.64
5,2,1,2045,0.83
5,2,2,2045,0.83
5,2,3,2045,0.83
19,2,1,2045,0.21
19,2,2,2045,0.21
19,2,3,2045,0.21
9,2,1,2045,1.61
9,2,2,2045,1.61
9,2,3,2045,1.61
8,2,1,2045,2.26
8,2,2,2045,2.26
8,2,3,2045,2.26
14,2,1,2045,1.93
14,2,2,2045,1.93
14,2,3,2045,1.93
1,2,1,2045,3
1,2,2,2045,3
1,2,3,2045,3
15,2,1,2046,1.83
15,2,2,2046,1.83
15,2,3,2046,1.83
16,2,1,2046,0.13
16,2,2,2046,0.13
16,2,3,2046,0.13
20,2,1,2046,0.43
20,2,2,2046,0.43
20,2,3,2046,0.43
6,2,1,2046,0.85
6,2,2,2046,0.85
6,2,3,2046,0.85
17,2,1,2046,2.88
17,2,2,2046,2.88
17,2,3,2046,2.88
21,2,1,2046,0.07
21,2,2,2046,0.07
21,2,3,2046,0.07
23,2,1,2046,0.02
23,2,2,2046,0.02
23,2,3,2046,0.02
22,2,1,2046,0.17
22,2,2,2046,0.17
22,2,3,2046,0.17
24,2,1,2046,0.05
24,2,2,2046,0.05
24,2,3,2046,0.05
7,2,1,2046,2
7,2,2,2046,2
7,2,3,2046,2
10,2,1,2046,3.35
10,2,2,2046,3.35
10,2,3,2046,3.35
13,2,1,2046,0.14
13,2,2,2046,0.14
13,2,3,2046,0.14
2,2,1,2046,1.69
2,2,2,2046,1.69
2,2,3,2046,1.69
25,2,1,2046,0.07
25,2,2,2046,0.07
25,2,3,2046,0.07
4,2,1,2046,0.6
4,2,2,2046,0.6
4,2,3,2046,0.6
12,2,1,2046,0.09
12,2,2,2046,0.09
12,2,3,2046,0.09
3,2,1,2046,0.84
3,2,2,2046,0.84
3,2,3,2046,0.84
18,2,1,2046,0.57
18,2,2,2046,0.57
18,2,3,2046,0.57
11,2,1,2046,0.64
11,2,2,2046,0.64
11,2,3,2046,0.64
5,2,1,2046,0.83
5,2,2,2046,0.83
5,2,3,2046,0.83
19,2,1,2046,0.21
19,2,2,2046,0.21
19,2,3,2046,0.21
9,2,1,2046,1.61
9,2,2,2046,1.61
9,2,3,2046,1.61
8,2,1,2046,2.26
8,2,2,2046,2.26
8,2,3,2046,2.26
14,2,1,2046,1.93
14,2,2,2046,1.93
14,2,3,2046,1.93
1,2,1,2046,3
1,2,2,2046,3
1,2,3,2046,3
15,2,1,2047,1.83
15,2,2,2047,1.83
15,2,3,2047,1.83
16,2,1,2047,0.13
16,2,2,2047,0.13
16,2,3,2047,0.13
20,2,1,2047,0.43
20,2,2,2047,0.43
20,2,3,2047,0.43
6,2,1,2047,0.85
6,2,2,2047,0.85
6,2,3,2047,0.85
17,2,1,2047,2.88
17,2,2,2047,2.88
17,2,3,2047,2.88
21,2,1,2047,0.07
21,2,2,2047,0.07
21,2,3,2047,0.07
23,2,1,2047,0.02
23,2,2,2047,0.02
23,2,3,2047,0.02
22,2,1,2047,0.17
22,2,2,2047,0.17
22,2,3,2047,0.17
24,2,1,2047,0.05
24,2,2,2047,0.05
24,2,3,2047,0.05
7,2,1,2047,2
7,2,2,2047,2
7,2,3,2047,2
10,2,1,2047,3.35
10,2,2,2047,3.35
10,2,3,2047,3.35
13,2,1,2047,0.14
13,2,2,2047,0.14
13,2,3,2047,0.14
2,2,1,2047,1.69
2,2,2,2047,1.69
2,2,3,2047,1.69
25,2,1,2047,0.07
25,2,2,2047,0.07
25,2,3,2047,0.07
4,2,1,2047,0.6
4,2,2,2047,0.6
4,2,3,2047,0.6
12,2,1,2047,0.09
12,2,2,2047,0.09
12,2,3,2047,0.09
3,2,1,2047,0.84
3,2,2,2047,0.84
3,2,3,2047,0.84
18,2,1,2047,0.57
18,2,2,2047,0.57
18,2,3,2047,0.57
11,2,1,2047,0.64
11,2,2,2047,0.64
11,2,3,2047,0.64
5,2,1,2047,0.83
5,2,2,2047,0.83
5,2,3,2047,0.83
19,2,1,2047,0.21
19,2,2,2047,0.21
19,2,3,2047,0.21
9,2,1,2047,1.61
9,2,2,2047,1.61
9,2,3,2047,1.61
8,2,1,2047,2.26
8,2,2,2047,2.26
8,2,3,2047,2.26
14,2,1,2047,1.93
14,2,2,2047,1.93
14,2,3,2047,1.93
1,2,1,2047,3
1,2,2,2047,3
1,2,3,2047,3
15,2,1,2048,1.83
15,2,2,2048,1.83
15,2,3,2048,1.83
16,2,1,2048,0.13
16,2,2,2048,0.13
16,2,3,2048,0.13
20,2,1,2048,0.43
20,2,2,2048,0.43
20,2,3,2048,0.43
6,2,1,2048,0.85
6,2,2,2048,0.85
6,2,3,2048,0.85
17,2,1,2048,2.88
17,2,2,2048,2.88
17,2,3,2048,2.88
21,2,1,2048,0.07
21,2,2,2048,0.07
21,2,3,2048,0.07
23,2,1,2048,0.02
23,2,2,2048,0.02
23,2,3,2048,0.02
22,2,1,2048,0.17
22,2,2,2048,0.17
22,2,3,2048,0.17
24,2,1,2048,0.05
24,2,2,2048,0.05
24,2,3,2048,0.05
7,2,1,2048,2
7,2,2,2048,2
7,2,3,2048,2
10,2,1,2048,3.35
10,2,2,2048,3.35
10,2,3,2048,3.35
13,2,1,2048,0.14
13,2,2,2048,0.14
13,2,3,2048,0.14
2,2,1,2048,1.69
2,2,2,2048,1.69
2,2,3,2048,1.69
25,2,1,2048,0.07
25,2,2,2048,0.07
25,2,3,2048,0.07
4,2,1,2048,0.6
4,2,2,2048,0.6
4,2,3,2048,0.6
12,2,1,2048,0.09
12,2,2,2048,0.09
12,2,3,2048,0.09
3,2,1,2048,0.84
3,2,2,2048,0.84
3,2,3,2048,0.84
18,2,1,2048,0.57
18,2,2,2048,0.57
18,2,3,2048,0.57
11,2,1,2048,0.64
11,2,2,2048,0.64
11,2,3,2048,0.64
5,2,1,2048,0.83
5,2,2,2048,0.83
5,2,3,2048,0.83
19,2,1,2048,0.21
19,2,2,2048,0.21
19,2,3,2048,0.21
9,2,1,2048,1.61
9,2,2,2048,1.61
9,2,3,2048,1.61
8,2,1,2048,2.26
8,2,2,2048,2.26
8,2,3,2048,2.26
14,2,1,2048,1.93
14,2,2,2048,1.93
14,2,3,2048,1.93
1,2,1,2048,3
1,2,2,2048,3
1,2,3,2048,3
15,2,1,2049,1.83
15,2,2,2049,1.83
15,2,3,2049,1.83
16,2,1,2049,0.13
16,2,2,2049,0.13
16,2,3,2049,0.13
20,2,1,2049,0.43
20,2,2,2049,0.43
20,2,3,2049,0.43
6,2,1,2049,0.85
6,2,2,2049,0.85
6,2,3,2049,0.85
17,2,1,2049,2.88
17,2,2,2049,2.88
17,2,3,2049,2.88
21,2,1,2049,0.07
21,2,2,2049,0.07
21,2,3,2049,0.07
23,2,1,2049,0.02
23,2,2,2049,0.02
23,2,3,2049,0.02
22,2,1,2049,0.17
22,2,2,2049,0.17
22,2,3,2049,0.17
24,2,1,2049,0.05
24,2,2,2049,0.05
24,2,3,2049,0.05
7,2,1,2049,2
7,2,2,2049,2
7,2,3,2049,2
10,2,1,2049,3.35
10,2,2,2049,3.35
10,2,3,2049,3.35
13,2,1,2049,0.14
13,2,2,2049,0.14
13,2,3,2049,0.14
2,2,1,2049,1.69
2,2,2,2049,1.69
2,2,3,2049,1.69
25,2,1,2049,0.07
25,2,2,2049,0.07
25,2,3,2049,0.07
4,2,1,2049,0.6
4,2,2,2049,0.6
4,2,3,2049,0.6
12,2,1,2049,0.09
12,2,2,2049,0.09
12,2,3,2049,0.09
3,2,1,2049,0.84
3,2,2,2049,0.84
3,2,3,2049,0.84
18,2,1,2049,0.57
18,2,2,2049,0.57
18,2,3,2049,0.57
11,2,1,2049,0.64
11,2,2,2049,0.64
11,2,3,2049,0.64
5,2,1,2049,0.83
5,2,2,2049,0.83
5,2,3,2049,0.83
19,2,1,2049,0.21
19,2,2,2049,0.21
19,2,3,2049,0.21
9,2,1,2049,1.61
9,2,2,2049,1.61
9,2,3,2049,1.61
8,2,1,2049,2.26
8,2,2,2049,2.26
8,2,3,2049,2.26
14,2,1,2049,1.93
14,2,2,2049,1.93
14,2,3,2049,1.93
1,2,1,2049,3
1,2,2,2049,3
1,2,3,2049,3
15,2,1,2050,1.83
15,2,2,2050,1.83
15,2,3,2050,1.83
16,2,1,2050,0.13
16,2,2,2050,0.13
16,2,3,2050,0.13
20,2,1,2050,0.43
20,2,2,2050,0.43
20,2,3,2050,0.43
6,2,1,2050,0.85
6,2,2,2050,0.85
6,2,3,2050,0.85
17,2,1,2050,2.88
17,2,2,2050,2.88
17,2,3,2050,2.88
21,2,1,2050,0.07
21,2,2,2050,0.07
21,2,3,2050,0.07
23,2,1,2050,0.02
23,2,2,2050,0.02
23,2,3,2050,0.02
22,2,1,2050,0.17
22,2,2,2050,0.17
22,2,3,2050,0.17
24,2,1,2050,0.05
24,2,2,2050,0.05
24,2,3,2050,0.05
7,2,1,2050,2
7,2,2,2050,2
7,2,3,2050,2
10,2,1,2050,3.35
10,2,2,2050,3.35
10,2,3,2050,3.35
13,2,1,2050,0.14
13,2,2,2050,0.14
13,2,3,2050,0.14
2,2,1,2050,1.69
2,2,2,2050,1.69
2,2,3,2050,1.69
25,2,1,2050,0.07
25,2,2,2050,0.07
25,2,3,2050,0.07
4,2,1,2050,0.6
4,2,2,2050,0.6
4,2,3,2050,0.6
12,2,1,2050,0.09
12,2,2,2050,0.09
12,2,3,2050,0.09
3,2,1,2050,0.84
3,2,2,2050,0.84
3,2,3,2050,0.84
18,2,1,2050,0.57
18,2,2,2050,0.57
18,2,3,2050,0.57
11,2,1,2050,0.64
11,2,2,2050,0.64
11,2,3,2050,0.64
5,2,1,2050,0.83
5,2,2,2050,0.83
5,2,3,2050,0.83
19,2,1,2050,0.21
19,2,2,2050,0.21
19,2,3,2050,0.21
9,2,1,2050,1.61
9,2,2,2050,1.61
9,2,3,2050,1.61
8,2,1,2050,2.26
8,2,2,2050,2.26
8,2,3,2050,2.26
14,2,1,2050,1.93
14,2,2,2050,1.93
14,2,3,2050,1.93
1,2,1,2050,3
1,2,2,2050,3
1,2,3,2050,3
15,3,1,2023,4.19
15,3,2,2023,4.19
15,3,3,2023,4.19
16,3,1,2023,2.6
16,3,2,2023,2.6
16,3,3,2023,2.6
20,3,1,2023,1.77
20,3,2,2023,1.77
20,3,3,2023,1.77
6,3,1,2023,1.72
6,3,2,2023,1.72
6,3,3,2023,1.72
17,3,1,2023,1.41
17,3,2,2023,1.41
17,3,3,2023,1.41
21,3,1,2023,1.39
21,3,2,2023,1.39
21,3,3,2023,1.39
23,3,1,2023,0.39
23,3,2,2023,0.39
23,3,3,2023,0.39
22,3,1,2023,2.52
22,3,2,2023,2.52
22,3,3,2023,2.52
24,3,1,2023,1.02
