region,tech,step,year,SupplyCurve
1,4,3,2043,12.44
15,4,1,2044,7.03
15,4,2,2044,7.03
15,4,3,2044,7.03
16,4,1,2044,3
16,4,2,2044,3
16,4,3,2044,3
20,4,1,2044,5.07
20,4,2,2044,5.07
20,4,3,2044,5.07
6,4,1,2044,6.67
6,4,2,2044,6.67
6,4,3,2044,6.67
17,4,1,2044,3.88
17,4,2,2044,3.88
17,4,3,2044,3.88
21,4,1,2044,2.94
21,4,2,2044,2.94
21,4,3,2044,2.94
23,4,1,2044,1.93
23,4,2,2044,1.93
23,4,3,2044,1.93
22,4,1,2044,3.75
22,4,2,2044,3.75
22,4,3,2044,3.75
24,4,1,2044,1.12
24,4,2,2044,1.12
24,4,3,2044,1.12
7,4,1,2044,4.18
7,4,2,2044,4.18
7,4,3,2044,4.18
10,4,1,2044,9.01
10,4,2,2044,9.01
10,4,3,2044,9.01
13,4,1,2044,2.51
13,4,2,2044,2.51
13,4,3,2044,2.51
2,4,1,2044,11.36
2,4,2,2044,11.36
2,4,3,2044,11.36
25,4,1,2044,0.97
25,4,2,2044,0.97
25,4,3,2044,0.97
4,4,1,2044,3.56
4,4,2,2044,3.56
4,4,3,2044,3.56
12,4,1,2044,0.57
12,4,2,2044,0.57
12,4,3,2044,0.57
3,4,1,2044,2.49
3,4,2,2044,2.49
3,4,3,2044,2.49
18,4,1,2044,0.56
18,4,2,2044,0.56
18,4,3,2044,0.56
11,4,1,2044,5.76
11,4,2,2044,5.76
11,4,3,2044,5.76
5,4,1,2044,1.71
5,4,2,2044,1.71
5,4,3,2044,1.71
19,4,1,2044,0.21
19,4,2,2044,0.21
19,4,3,2044,0.21
9,4,1,2044,2.34
9,4,2,2044,2.34
9,4,3,2044,2.34
8,4,1,2044,0.96
8,4,2,2044,0.96
8,4,3,2044,0.96
14,4,1,2044,2.94
14,4,2,2044,2.94
14,4,3,2044,2.94
1,4,1,2044,12.44
1,4,2,2044,12.44
1,4,3,2044,12.44
15,4,1,2045,7.03
15,4,2,2045,7.03
15,4,3,2045,7.03
16,4,1,2045,3
16,4,2,2045,3
16,4,3,2045,3
20,4,1,2045,5.07
20,4,2,2045,5.07
20,4,3,2045,5.07
6,4,1,2045,6.67
6,4,2,2045,6.67
6,4,3,2045,6.67
17,4,1,2045,3.88
17,4,2,2045,3.88
17,4,3,2045,3.88
21,4,1,2045,2.94
21,4,2,2045,2.94
21,4,3,2045,2.94
23,4,1,2045,1.93
23,4,2,2045,1.93
23,4,3,2045,1.93
22,4,1,2045,3.75
22,4,2,2045,3.75
22,4,3,2045,3.75
24,4,1,2045,1.12
24,4,2,2045,1.12
24,4,3,2045,1.12
7,4,1,2045,4.18
7,4,2,2045,4.18
7,4,3,2045,4.18
10,4,1,2045,9.01
10,4,2,2045,9.01
10,4,3,2045,9.01
13,4,1,2045,2.51
13,4,2,2045,2.51
13,4,3,2045,2.51
2,4,1,2045,11.36
2,4,2,2045,11.36
2,4,3,2045,11.36
25,4,1,2045,0.97
25,4,2,2045,0.97
25,4,3,2045,0.97
4,4,1,2045,3.56
4,4,2,2045,3.56
4,4,3,2045,3.56
12,4,1,2045,0.57
12,4,2,2045,0.57
12,4,3,2045,0.57
3,4,1,2045,2.49
3,4,2,2045,2.49
3,4,3,2045,2.49
18,4,1,2045,0.56
18,4,2,2045,0.56
18,4,3,2045,0.56
11,4,1,2045,5.76
11,4,2,2045,5.76
11,4,3,2045,5.76
5,4,1,2045,1.71
5,4,2,2045,1.71
5,4,3,2045,1.71
19,4,1,2045,0.21
19,4,2,2045,0.21
19,4,3,2045,0.21
9,4,1,2045,2.34
9,4,2,2045,2.34
9,4,3,2045,2.34
8,4,1,2045,0.96
8,4,2,2045,0.96
8,4,3,2045,0.96
14,4,1,2045,2.94
14,4,2,2045,2.94
14,4,3,2045,2.94
1,4,1,2045,12.44
1,4,2,2045,12.44
1,4,3,2045,12.44
15,4,1,2046,7.03
15,4,2,2046,7.03
15,4,3,2046,7.03
16,4,1,2046,3
16,4,2,2046,3
16,4,3,2046,3
20,4,1,2046,5.07
20,4,2,2046,5.07
20,4,3,2046,5.07
6,4,1,2046,6.67
6,4,2,2046,6.67
6,4,3,2046,6.67
17,4,1,2046,3.88
17,4,2,2046,3.88
17,4,3,2046,3.88
21,4,1,2046,2.94
21,4,2,2046,2.94
21,4,3,2046,2.94
23,4,1,2046,1.93
23,4,2,2046,1.93
23,4,3,2046,1.93
22,4,1,2046,3.75
22,4,2,2046,3.75
22,4,3,2046,3.75
24,4,1,2046,1.12
24,4,2,2046,1.12
24,4,3,2046,1.12
7,4,1,2046,4.18
7,4,2,2046,4.18
7,4,3,2046,4.18
10,4,1,2046,9.01
10,4,2,2046,9.01
10,4,3,2046,9.01
13,4,1,2046,2.51
13,4,2,2046,2.51
13,4,3,2046,2.51
2,4,1,2046,11.36
2,4,2,2046,11.36
2,4,3,2046,11.36
25,4,1,2046,0.97
25,4,2,2046,0.97
25,4,3,2046,0.97
4,4,1,2046,3.56
4,4,2,2046,3.56
4,4,3,2046,3.56
12,4,1,2046,0.57
12,4,2,2046,0.57
12,4,3,2046,0.57
3,4,1,2046,2.49
3,4,2,2046,2.49
3,4,3,2046,2.49
18,4,1,2046,0.56
18,4,2,2046,0.56
18,4,3,2046,0.56
11,4,1,2046,5.76
11,4,2,2046,5.76
11,4,3,2046,5.76
5,4,1,2046,1.71
5,4,2,2046,1.71
5,4,3,2046,1.71
19,4,1,2046,0.21
19,4,2,2046,0.21
19,4,3,2046,0.21
9,4,1,2046,2.34
9,4,2,2046,2.34
9,4,3,2046,2.34
8,4,1,2046,0.96
8,4,2,2046,0.96
8,4,3,2046,0.96
14,4,1,2046,2.94
14,4,2,2046,2.94
14,4,3,2046,2.94
1,4,1,2046,12.44
1,4,2,2046,12.44
1,4,3,2046,12.44
15,4,1,2047,7.03
15,4,2,2047,7.03
15,4,3,2047,7.03
16,4,1,2047,3
16,4,2,2047,3
16,4,3,2047,3
20,4,1,2047,5.07
20,4,2,2047,5.07
20,4,3,2047,5.07
6,4,1,2047,6.67
6,4,2,2047,6.67
6,4,3,2047,6.67
17,4,1,2047,3.88
17,4,2,2047,3.88
17,4,3,2047,3.88
21,4,1,2047,2.94
21,4,2,2047,2.94
21,4,3,2047,2.94
23,4,1,2047,1.93
23,4,2,2047,1.93
23,4,3,2047,1.93
22,4,1,2047,3.75
22,4,2,2047,3.75
22,4,3,2047,3.75
24,4,1,2047,1.12
24,4,2,2047,1.12
24,4,3,2047,1.12
7,4,1,2047,4.18
7,4,2,2047,4.18
7,4,3,2047,4.18
10,4,1,2047,9.01
10,4,2,2047,9.01
10,4,3,2047,9.01
13,4,1,2047,2.51
13,4,2,2047,2.51
13,4,3,2047,2.51
2,4,1,2047,11.36
2,4,2,2047,11.36
2,4,3,2047,11.36
25,4,1,2047,0.97
25,4,2,2047,0.97
25,4,3,2047,0.97
4,4,1,2047,3.56
4,4,2,2047,3.56
4,4,3,2047,3.56
12,4,1,2047,0.57
12,4,2,2047,0.57
12,4,3,2047,0.57
3,4,1,2047,2.49
3,4,2,2047,2.49
3,4,3,2047,2.49
18,4,1,2047,0.56
18,4,2,2047,0.56
18,4,3,2047,0.56
11,4,1,2047,5.76
11,4,2,2047,5.76
11,4,3,2047,5.76
5,4,1,2047,1.71
5,4,2,2047,1.71
5,4,3,2047,1.71
19,4,1,2047,0.21
19,4,2,2047,0.21
19,4,3,2047,0.21
9,4,1,2047,2.34
9,4,2,2047,2.34
9,4,3,2047,2.34
8,4,1,2047,0.96
8,4,2,2047,0.96
8,4,3,2047,0.96
14,4,1,2047,2.94
14,4,2,2047,2.94
14,4,3,2047,2.94
1,4,1,2047,12.44
1,4,2,2047,12.44
1,4,3,2047,12.44
15,4,1,2048,7.03
15,4,2,2048,7.03
15,4,3,2048,7.03
16,4,1,2048,3
16,4,2,2048,3
16,4,3,2048,3
20,4,1,2048,5.07
20,4,2,2048,5.07
20,4,3,2048,5.07
6,4,1,2048,6.67
6,4,2,2048,6.67
6,4,3,2048,6.67
17,4,1,2048,3.88
17,4,2,2048,3.88
17,4,3,2048,3.88
21,4,1,2048,2.94
21,4,2,2048,2.94
21,4,3,2048,2.94
23,4,1,2048,1.93
23,4,2,2048,1.93
23,4,3,2048,1.93
22,4,1,2048,3.75
22,4,2,2048,3.75
22,4,3,2048,3.75
24,4,1,2048,1.12
24,4,2,2048,1.12
24,4,3,2048,1.12
7,4,1,2048,4.18
7,4,2,2048,4.18
7,4,3,2048,4.18
10,4,1,2048,9.01
10,4,2,2048,9.01
10,4,3,2048,9.01
13,4,1,2048,2.51
13,4,2,2048,2.51
13,4,3,2048,2.51
2,4,1,2048,11.36
2,4,2,2048,11.36
2,4,3,2048,11.36
25,4,1,2048,0.97
25,4,2,2048,0.97
25,4,3,2048,0.97
4,4,1,2048,3.56
4,4,2,2048,3.56
4,4,3,2048,3.56
12,4,1,2048,0.57
12,4,2,2048,0.57
12,4,3,2048,0.57
3,4,1,2048,2.49
3,4,2,2048,2.49
3,4,3,2048,2.49
18,4,1,2048,0.56
18,4,2,2048,0.56
18,4,3,2048,0.56
11,4,1,2048,5.76
11,4,2,2048,5.76
11,4,3,2048,5.76
5,4,1,2048,1.71
5,4,2,2048,1.71
5,4,3,2048,1.71
19,4,1,2048,0.21
19,4,2,2048,0.21
19,4,3,2048,0.21
9,4,1,2048,2.34
9,4,2,2048,2.34
9,4,3,2048,2.34
8,4,1,2048,0.96
8,4,2,2048,0.96
8,4,3,2048,0.96
14,4,1,2048,2.94
14,4,2,2048,2.94
14,4,3,2048,2.94
1,4,1,2048,12.44
1,4,2,2048,12.44
1,4,3,2048,12.44
15,4,1,2049,7.03
15,4,2,2049,7.03
15,4,3,2049,7.03
16,4,1,2049,3
16,4,2,2049,3
16,4,3,2049,3
20,4,1,2049,5.07
20,4,2,2049,5.07
20,4,3,2049,5.07
6,4,1,2049,6.67
6,4,2,2049,6.67
6,4,3,2049,6.67
17,4,1,2049,3.88
17,4,2,2049,3.88
17,4,3,2049,3.88
21,4,1,2049,2.94
21,4,2,2049,2.94
21,4,3,2049,2.94
23,4,1,2049,1.93
23,4,2,2049,1.93
23,4,3,2049,1.93
22,4,1,2049,3.75
22,4,2,2049,3.75
22,4,3,2049,3.75
24,4,1,2049,1.12
24,4,2,2049,1.12
24,4,3,2049,1.12
7,4,1,2049,4.18
7,4,2,2049,4.18
7,4,3,2049,4.18
10,4,1,2049,9.01
10,4,2,2049,9.01
10,4,3,2049,9.01
13,4,1,2049,2.51
13,4,2,2049,2.51
13,4,3,2049,2.51
2,4,1,2049,11.36
2,4,2,2049,11.36
2,4,3,2049,11.36
25,4,1,2049,0.97
25,4,2,2049,0.97
25,4,3,2049,0.97
4,4,1,2049,3.56
4,4,2,2049,3.56
4,4,3,2049,3.56
12,4,1,2049,0.57
12,4,2,2049,0.57
12,4,3,2049,0.57
3,4,1,2049,2.49
3,4,2,2049,2.49
3,4,3,2049,2.49
18,4,1,2049,0.56
18,4,2,2049,0.56
18,4,3,2049,0.56
11,4,1,2049,5.76
11,4,2,2049,5.76
11,4,3,2049,5.76
5,4,1,2049,1.71
5,4,2,2049,1.71
5,4,3,2049,1.71
19,4,1,2049,0.21
19,4,2,2049,0.21
19,4,3,2049,0.21
9,4,1,2049,2.34
9,4,2,2049,2.34
9,4,3,2049,2.34
8,4,1,2049,0.96
8,4,2,2049,0.96
8,4,3,2049,0.96
14,4,1,2049,2.94
14,4,2,2049,2.94
14,4,3,2049,2.94
1,4,1,2049,12.44
1,4,2,2049,12.44
1,4,3,2049,12.44
15,4,1,2050,7.03
15,4,2,2050,7.03
15,4,3,2050,7.03
16,4,1,2050,3
16,4,2,2050,3
16,4,3,2050,3
20,4,1,2050,5.07
20,4,2,2050,5.07
20,4,3,2050,5.07
6,4,1,2050,6.67
6,4,2,2050,6.67
6,4,3,2050,6.67
17,4,1,2050,3.88
17,4,2,2050,3.88
17,4,3,2050,3.88
21,4,1,2050,2.94
21,4,2,2050,2.94
21,4,3,2050,2.94
23,4,1,2050,1.93
23,4,2,2050,1.93
23,4,3,2050,1.93
22,4,1,2050,3.75
22,4,2,2050,3.75
22,4,3,2050,3.75
24,4,1,2050,1.12
24,4,2,2050,1.12
24,4,3,2050,1.12
7,4,1,2050,4.18
7,4,2,2050,4.18
7,4,3,2050,4.18
10,4,1,2050,9.01
10,4,2,2050,9.01
10,4,3,2050,9.01
13,4,1,2050,2.51
13,4,2,2050,2.51
13,4,3,2050,2.51
2,4,1,2050,11.36
2,4,2,2050,11.36
2,4,3,2050,11.36
25,4,1,2050,0.97
25,4,2,2050,0.97
25,4,3,2050,0.97
4,4,1,2050,3.56
4,4,2,2050,3.56
4,4,3,2050,3.56
12,4,1,2050,0.57
12,4,2,2050,0.57
12,4,3,2050,0.57
3,4,1,2050,2.49
3,4,2,2050,2.49
3,4,3,2050,2.49
18,4,1,2050,0.56
18,4,2,2050,0.56
18,4,3,2050,0.56
11,4,1,2050,5.76
11,4,2,2050,5.76
11,4,3,2050,5.76
5,4,1,2050,1.71
5,4,2,2050,1.71
5,4,3,2050,1.71
19,4,1,2050,0.21
19,4,2,2050,0.21
19,4,3,2050,0.21
9,4,1,2050,2.34
9,4,2,2050,2.34
9,4,3,2050,2.34
8,4,1,2050,0.96
8,4,2,2050,0.96
8,4,3,2050,0.96
14,4,1,2050,2.94
14,4,2,2050,2.94
14,4,3,2050,2.94
1,4,1,2050,12.44
1,4,2,2050,12.44
1,4,3,2050,12.44
15,5,1,2023,0
16,5,1,2023,0
20,5,1,2023,0
6,5,1,2023,0
17,5,1,2023,0
21,5,1,2023,0
23,5,1,2023,0
22,5,1,2023,0
24,5,1,2023,0
7,5,1,2023,0.0001
10,5,1,2023,0
13,5,1,2023,0
2,5,1,2023,0
25,5,1,2023,0
4,5,1,2023,0
12,5,1,2023,0
3,5,1,2023,0
18,5,1,2023,0
11,5,1,2023,0
5,5,1,2023,0
19,5,1,2023,0
9,5,1,2023,0
8,5,1,2023,0
14,5,1,2023,0
1,5,1,2023,0
15,5,1,2024,0
16,5,1,2024,0
20,5,1,2024,0
6,5,1,2024,0
17,5,1,2024,0
21,5,1,2024,0
23,5,1,2024,0
22,5,1,2024,0
24,5,1,2024,0
7,5,1,2024,0.0001
10,5,1,2024,0
13,5,1,2024,0
2,5,1,2024,0
25,5,1,2024,0
4,5,1,2024,0
12,5,1,2024,0
3,5,1,2024,0
18,5,1,2024,0
11,5,1,2024,0
5,5,1,2024,0
19,5,1,2024,0
9,5,1,2024,0
8,5,1,2024,0
14,5,1,2024,0
1,5,1,2024,0
15,5,1,2025,0
16,5,1,2025,0
20,5,1,2025,0
6,5,1,2025,0
17,5,1,2025,0
21,5,1,2025,0
23,5,1,2025,0
22,5,1,2025,0
24,5,1,2025,0
7,5,1,2025,0.0001
10,5,1,2025,0
13,5,1,2025,0
2,5,1,2025,0
25,5,1,2025,0
4,5,1,2025,0
12,5,1,2025,0
3,5,1,2025,0
18,5,1,2025,0
11,5,1,2025,0
5,5,1,2025,0
19,5,1,2025,0
9,5,1,2025,0
8,5,1,2025,0
14,5,1,2025,0
1,5,1,2025,0
15,5,1,2026,0
16,5,1,2026,0
20,5,1,2026,0
6,5,1,2026,0
17,5,1,2026,0
21,5,1,2026,0
23,5,1,2026,0
22,5,1,2026,0
24,5,1,2026,0
7,5,1,2026,0.0001
10,5,1,2026,0
13,5,1,2026,0
2,5,1,2026,0
25,5,1,2026,0
4,5,1,2026,0
12,5,1,2026,0
3,5,1,2026,0
18,5,1,2026,0
11,5,1,2026,0
5,5,1,2026,0
19,5,1,2026,0
9,5,1,2026,0
8,5,1,2026,0
14,5,1,2026,0
1,5,1,2026,0
15,5,1,2027,0
16,5,1,2027,0
20,5,1,2027,0
6,5,1,2027,0
17,5,1,2027,0
21,5,1,2027,0
23,5,1,2027,0
22,5,1,2027,0
24,5,1,2027,0
7,5,1,2027,0.0001
10,5,1,2027,0
13,5,1,2027,0
2,5,1,2027,0
25,5,1,2027,0
4,5,1,2027,0
12,5,1,2027,0
3,5,1,2027,0
18,5,1,2027,0
11,5,1,2027,0
5,5,1,2027,0
19,5,1,2027,0
9,5,1,2027,0
8,5,1,2027,0
14,5,1,2027,0
1,5,1,2027,0
15,5,1,2028,0
16,5,1,2028,0
20,5,1,2028,0
6,5,1,2028,0
17,5,1,2028,0
21,5,1,2028,0
23,5,1,2028,0
22,5,1,2028,0
24,5,1,2028,0
7,5,1,2028,0.0001
10,5,1,2028,0
13,5,1,2028,0
2,5,1,2028,0
25,5,1,2028,0
4,5,1,2028,0
12,5,1,2028,0
3,5,1,2028,0
18,5,1,2028,0
11,5,1,2028,0
5,5,1,2028,0
19,5,1,2028,0
9,5,1,2028,0
8,5,1,2028,0
14,5,1,2028,0
1,5,1,2028,0
15,5,1,2029,0
16,5,1,2029,0
20,5,1,2029,0
6,5,1,2029,0
17,5,1,2029,0
21,5,1,2029,0
23,5,1,2029,0
22,5,1,2029,0
24,5,1,2029,0
7,5,1,2029,0.0001
10,5,1,2029,0
13,5,1,2029,0
2,5,1,2029,0
25,5,1,2029,0
4,5,1,2029,0
12,5,1,2029,0
3,5,1,2029,0
18,5,1,2029,0
11,5,1,2029,0
5,5,1,2029,0
19,5,1,2029,0
9,5,1,2029,0
8,5,1,2029,0
14,5,1,2029,0
1,5,1,2029,0
15,5,1,2030,0
16,5,1,2030,0
20,5,1,2030,0
6,5,1,2030,0
17,5,1,2030,0
21,5,1,2030,0
23,5,1,2030,0
22,5,1,2030,0
24,5,1,2030,0
7,5,1,2030,0.0001
10,5,1,2030,0
13,5,1,2030,0
2,5,1,2030,0
25,5,1,2030,0
4,5,1,2030,0
12,5,1,2030,0
3,5,1,2030,0
18,5,1,2030,0
11,5,1,2030,0
5,5,1,2030,0
19,5,1,2030,0
9,5,1,2030,0
8,5,1,2030,0
14,5,1,2030,0
1,5,1,2030,0
15,5,1,2031,0
16,5,1,2031,0
20,5,1,2031,0
6,5,1,2031,0
17,5,1,2031,0
21,5,1,2031,0
23,5,1,2031,0
22,5,1,2031,0
24,5,1,2031,0
7,5,1,2031,0.0001
10,5,1,2031,0
13,5,1,2031,0
2,5,1,2031,0
25,5,1,2031,0
4,5,1,2031,0
12,5,1,2031,0
3,5,1,2031,0
18,5,1,2031,0
11,5,1,2031,0
5,5,1,2031,0
19,5,1,2031,0
9,5,1,2031,0
8,5,1,2031,0
14,5,1,2031,0
1,5,1,2031,0
15,5,1,2032,0
16,5,1,2032,0
20,5,1,2032,0
6,5,1,2032,0
17,5,1,2032,0
21,5,1,2032,0
23,5,1,2032,0
22,5,1,2032,0
24,5,1,2032,0
7,5,1,2032,0.0001
10,5,1,2032,0
13,5,1,2032,0
2,5,1,2032,0
25,5,1,2032,0
4,5,1,2032,0
12,5,1,2032,0
3,5,1,2032,0
18,5,1,2032,0
11,5,1,2032,0
5,5,1,2032,0
19,5,1,2032,0
9,5,1,2032,0
8,5,1,2032,0
14,5,1,2032,0
1,5,1,2032,0
15,5,1,2033,0
16,5,1,2033,0
20,5,1,2033,0
6,5,1,2033,0
17,5,1,2033,0
21,5,1,2033,0
23,5,1,2033,0
22,5,1,2033,0
24,5,1,2033,0
7,5,1,2033,0.0001
10,5,1,2033,0
13,5,1,2033,0
2,5,1,2033,0
25,5,1,2033,0
4,5,1,2033,0
12,5,1,2033,0
3,5,1,2033,0
18,5,1,2033,0
11,5,1,2033,0
5,5,1,2033,0
19,5,1,2033,0
9,5,1,2033,0
8,5,1,2033,0
14,5,1,2033,0
1,5,1,2033,0
15,5,1,2034,0
16,5,1,2034,0
20,5,1,2034,0
6,5,1,2034,0
17,5,1,2034,0
21,5,1,2034,0
23,5,1,2034,0
22,5,1,2034,0
24,5,1,2034,0
7,5,1,2034,0.0001
10,5,1,2034,0
13,5,1,2034,0
2,5,1,2034,0
25,5,1,2034,0
4,5,1,2034,0
12,5,1,2034,0
3,5,1,2034,0
18,5,1,2034,0
11,5,1,2034,0
5,5,1,2034,0
19,5,1,2034,0
9,5,1,2034,0
8,5,1,2034,0
14,5,1,2034,0
1,5,1,2034,0
15,5,1,2035,0
16,5,1,2035,0
20,5,1,2035,0
6,5,1,2035,0
17,5,1,2035,0
21,5,1,2035,0
23,5,1,2035,0
22,5,1,2035,0
24,5,1,2035,0
7,5,1,2035,0.0001
10,5,1,2035,0
13,5,1,2035,0
2,5,1,2035,0
25,5,1,2035,0
4,5,1,2035,0
12,5,1,2035,0
3,5,1,2035,0
18,5,1,2035,0
11,5,1,2035,0
5,5,1,2035,0
19,5,1,2035,0
9,5,1,2035,0
8,5,1,2035,0
14,5,1,2035,0
1,5,1,2035,0
15,5,1,2036,0
16,5,1,2036,0
20,5,1,2036,0
6,5,1,2036,0
17,5,1,2036,0
21,5,1,2036,0
23,5,1,2036,0
22,5,1,2036,0
24,5,1,2036,0
7,5,1,2036,0.0001
10,5,1,2036,0
13,5,1,2036,0
2,5,1,2036,0
25,5,1,2036,0
4,5,1,2036,0
12,5,1,2036,0
3,5,1,2036,0
18,5,1,2036,0
11,5,1,2036,0
5,5,1,2036,0
19,5,1,2036,0
9,5,1,2036,0
8,5,1,2036,0
14,5,1,2036,0
1,5,1,2036,0
15,5,1,2037,0
16,5,1,2037,0
20,5,1,2037,0
6,5,1,2037,0
17,5,1,2037,0
21,5,1,2037,0
23,5,1,2037,0
22,5,1,2037,0
24,5,1,2037,0
7,5,1,2037,0.0001
10,5,1,2037,0
13,5,1,2037,0
2,5,1,2037,0
25,5,1,2037,0
4,5,1,2037,0
12,5,1,2037,0
3,5,1,2037,0
18,5,1,2037,0
11,5,1,2037,0
5,5,1,2037,0
19,5,1,2037,0
9,5,1,2037,0
8,5,1,2037,0
14,5,1,2037,0
1,5,1,2037,0
15,5,1,2038,0
16,5,1,2038,0
20,5,1,2038,0
6,5,1,2038,0
17,5,1,2038,0
21,5,1,2038,0
23,5,1,2038,0
22,5,1,2038,0
24,5,1,2038,0
7,5,1,2038,0.0001
10,5,1,2038,0
13,5,1,2038,0
2,5,1,2038,0
25,5,1,2038,0
4,5,1,2038,0
12,5,1,2038,0
3,5,1,2038,0
18,5,1,2038,0
11,5,1,2038,0
5,5,1,2038,0
19,5,1,2038,0
9,5,1,2038,0
8,5,1,2038,0
14,5,1,2038,0
1,5,1,2038,0
15,5,1,2039,0
16,5,1,2039,0
20,5,1,2039,0
6,5,1,2039,0
17,5,1,2039,0
21,5,1,2039,0
23,5,1,2039,0
22,5,1,2039,0
24,5,1,2039,0
7,5,1,2039,0.0001
10,5,1,2039,0
13,5,1,2039,0
2,5,1,2039,0
25,5,1,2039,0
4,5,1,2039,0
12,5,1,2039,0
3,5,1,2039,0
18,5,1,2039,0
11,5,1,2039,0
5,5,1,2039,0
19,5,1,2039,0
9,5,1,2039,0
8,5,1,2039,0
14,5,1,2039,0
1,5,1,2039,0
15,5,1,2040,0
16,5,1,2040,0
20,5,1,2040,0
6,5,1,2040,0
17,5,1,2040,0
21,5,1,2040,0
23,5,1,2040,0
22,5,1,2040,0
24,5,1,2040,0
7,5,1,2040,0.0001
10,5,1,2040,0
13,5,1,2040,0
2,5,1,2040,0
25,5,1,2040,0
4,5,1,2040,0
12,5,1,2040,0
3,5,1,2040,0
18,5,1,2040,0
11,5,1,2040,0
5,5,1,2040,0
19,5,1,2040,0
9,5,1,2040,0
8,5,1,2040,0
14,5,1,2040,0
1,5,1,2040,0
15,5,1,2041,0
16,5,1,2041,0
20,5,1,2041,0
6,5,1,2041,0
17,5,1,2041,0
21,5,1,2041,0
23,5,1,2041,0
22,5,1,2041,0
24,5,1,2041,0
7,5,1,2041,0.0001
10,5,1,2041,0
13,5,1,2041,0
2,5,1,2041,0
25,5,1,2041,0
4,5,1,2041,0
12,5,1,2041,0
3,5,1,2041,0
18,5,1,2041,0
11,5,1,2041,0
5,5,1,2041,0
19,5,1,2041,0
9,5,1,2041,0
8,5,1,2041,0
14,5,1,2041,0
1,5,1,2041,0
15,5,1,2042,0
16,5,1,2042,0
20,5,1,2042,0
6,5,1,2042,0
17,5,1,2042,0
21,5,1,2042,0
23,5,1,2042,0
22,5,1,2042,0
24,5,1,2042,0
7,5,1,2042,0.0001
10,5,1,2042,0
13,5,1,2042,0
2,5,1,2042,0
25,5,1,2042,0
4,5,1,2042,0
12,5,1,2042,0
3,5,1,2042,0
18,5,1,2042,0
11,5,1,2042,0
5,5,1,2042,0
19,5,1,2042,0
9,5,1,2042,0
8,5,1,2042,0
14,5,1,2042,0
1,5,1,2042,0
15,5,1,2043,0
16,5,1,2043,0
20,5,1,2043,0
6,5,1,2043,0
17,5,1,2043,0
21,5,1,2043,0
23,5,1,2043,0
22,5,1,2043,0
24,5,1,2043,0
7,5,1,2043,0.0001
10,5,1,2043,0
13,5,1,2043,0
2,5,1,2043,0
25,5,1,2043,0
4,5,1,2043,0
12,5,1,2043,0
3,5,1,2043,0
18,5,1,2043,0
11,5,1,2043,0
5,5,1,2043,0
19,5,1,2043,0
9,5,1,2043,0
8,5,1,2043,0
14,5,1,2043,0
1,5,1,2043,0
15,5,1,2044,0
16,5,1,2044,0
20,5,1,2044,0
6,5,1,2044,0
17,5,1,2044,0
21,5,1,2044,0
23,5,1,2044,0
22,5,1,2044,0
24,5,1,2044,0
7,5,1,2044,0.0001
10,5,1,2044,0
13,5,1,2044,0
2,5,1,2044,0
25,5,1,2044,0
4,5,1,2044,0
12,5,1,2044,0
3,5,1,2044,0
18,5,1,2044,0
11,5,1,2044,0
5,5,1,2044,0
19,5,1,2044,0
9,5,1,2044,0
8,5,1,2044,0
14,5,1,2044,0
1,5,1,2044,0
15,5,1,2045,0
16,5,1,2045,0
20,5,1,2045,0
6,5,1,2045,0
17,5,1,2045,0
21,5,1,2045,0
23,5,1,2045,0
22,5,1,2045,0
24,5,1,2045,0
7,5,1,2045,0.0001
10,5,1,2045,0
13,5,1,2045,0
2,5,1,2045,0
25,5,1,2045,0
4,5,1,2045,0
12,5,1,2045,0
3,5,1,2045,0
18,5,1,2045,0
11,5,1,2045,0
5,5,1,2045,0
19,5,1,2045,0
9,5,1,2045,0
8,5,1,2045,0
14,5,1,2045,0
1,5,1,2045,0
15,5,1,2046,0
16,5,1,2046,0
20,5,1,2046,0
6,5,1,2046,0
17,5,1,2046,0
21,5,1,2046,0
23,5,1,2046,0
22,5,1,2046,0
24,5,1,2046,0
7,5,1,2046,0.0001
10,5,1,2046,0
13,5,1,2046,0
2,5,1,2046,0
25,5,1,2046,0
4,5,1,2046,0
12,5,1,2046,0
3,5,1,2046,0
18,5,1,2046,0
11,5,1,2046,0
5,5,1,2046,0
19,5,1,2046,0
9,5,1,2046,0
8,5,1,2046,0
14,5,1,2046,0
1,5,1,2046,0
15,5,1,2047,0
16,5,1,2047,0
20,5,1,2047,0
6,5,1,2047,0
17,5,1,2047,0
21,5,1,2047,0
23,5,1,2047,0
22,5,1,2047,0
24,5,1,2047,0
7,5,1,2047,0.0001
10,5,1,2047,0
13,5,1,2047,0
2,5,1,2047,0
25,5,1,2047,0
4,5,1,2047,0
12,5,1,2047,0
3,5,1,2047,0
18,5,1,2047,0
11,5,1,2047,0
5,5,1,2047,0
19,5,1,2047,0
9,5,1,2047,0
8,5,1,2047,0
14,5,1,2047,0
1,5,1,2047,0
15,5,1,2048,0
16,5,1,2048,0
20,5,1,2048,0
6,5,1,2048,0
17,5,1,2048,0
21,5,1,2048,0
23,5,1,2048,0
22,5,1,2048,0
24,5,1,2048,0
7,5,1,2048,0.0001
10,5,1,2048,0
13,5,1,2048,0
2,5,1,2048,0
25,5,1,2048,0
4,5,1,2048,0
12,5,1,2048,0
3,5,1,2048,0
18,5,1,2048,0
11,5,1,2048,0
5,5,1,2048,0
19,5,1,2048,0
