region1,step,year,season,TranLimitGenInt
33,3,2036,4,0.322245
33,3,2037,4,0.322245
33,3,2038,4,0.322245
33,3,2039,4,0.322245
33,3,2040,4,0.322245
33,3,2041,4,0.322245
33,3,2042,4,0.322245
33,3,2043,4,0.322245
33,3,2044,4,0.322245
33,3,2045,4,0.322245
33,3,2046,4,0.322245
33,3,2047,4,0.322245
33,3,2048,4,0.322245
33,3,2049,4,0.322245
33,3,2050,4,0.322245
33,4,2023,4,0.20457
33,4,2024,4,0.20457
33,4,2025,4,0.20457
33,4,2026,4,0.20457
33,4,2027,4,0.20457
33,4,2028,4,0.20457
33,4,2029,4,0.20457
33,4,2030,4,0.20457
33,4,2031,4,0.20457
33,4,2032,4,0.20457
33,4,2033,4,0.20457
33,4,2034,4,0.20457
33,4,2035,4,0.20457
33,4,2036,4,0.20457
33,4,2037,4,0.20457
33,4,2038,4,0.20457
33,4,2039,4,0.20457
33,4,2040,4,0.20457
33,4,2041,4,0.20457
33,4,2042,4,0.20457
33,4,2043,4,0.20457
33,4,2044,4,0.20457
33,4,2045,4,0.20457
33,4,2046,4,0.20457
33,4,2047,4,0.20457
33,4,2048,4,0.20457
33,4,2049,4,0.20457
33,4,2050,4,0.20457
