region,region1,season,year,TranLimit
17.0,18.0,3.0,2041,0.572
17.0,18.0,3.0,2042,0.572
17.0,18.0,3.0,2043,0.572
17.0,18.0,3.0,2044,0.572
17.0,18.0,3.0,2045,0.572
17.0,18.0,3.0,2046,0.572
17.0,18.0,3.0,2047,0.572
17.0,18.0,3.0,2048,0.572
17.0,18.0,3.0,2049,0.572
17.0,18.0,3.0,2050,0.572
17.0,20.0,1.0,2023,0.4
17.0,20.0,1.0,2024,0.4
17.0,20.0,1.0,2025,0.4
17.0,20.0,1.0,2026,0.4
17.0,20.0,1.0,2027,0.4
17.0,20.0,1.0,2028,0.4
17.0,20.0,1.0,2029,0.4
17.0,20.0,1.0,2030,0.4
17.0,20.0,1.0,2031,0.4
17.0,20.0,1.0,2032,0.4
17.0,20.0,1.0,2033,0.4
17.0,20.0,1.0,2034,0.4
17.0,20.0,1.0,2035,0.4
17.0,20.0,1.0,2036,0.4
17.0,20.0,1.0,2037,0.4
17.0,20.0,1.0,2038,0.4
17.0,20.0,1.0,2039,0.4
17.0,20.0,1.0,2040,0.4
17.0,20.0,1.0,2041,0.4
17.0,20.0,1.0,2042,0.4
17.0,20.0,1.0,2043,0.4
17.0,20.0,1.0,2044,0.4
17.0,20.0,1.0,2045,0.4
17.0,20.0,1.0,2046,0.4
17.0,20.0,1.0,2047,0.4
17.0,20.0,1.0,2048,0.4
17.0,20.0,1.0,2049,0.4
17.0,20.0,1.0,2050,0.4
17.0,20.0,2.0,2023,0.4
17.0,20.0,2.0,2024,0.4
17.0,20.0,2.0,2025,0.4
17.0,20.0,2.0,2026,0.4
17.0,20.0,2.0,2027,0.4
17.0,20.0,2.0,2028,0.4
17.0,20.0,2.0,2029,0.4
17.0,20.0,2.0,2030,0.4
17.0,20.0,2.0,2031,0.4
17.0,20.0,2.0,2032,0.4
17.0,20.0,2.0,2033,0.4
17.0,20.0,2.0,2034,0.4
17.0,20.0,2.0,2035,0.4
17.0,20.0,2.0,2036,0.4
17.0,20.0,2.0,2037,0.4
17.0,20.0,2.0,2038,0.4
17.0,20.0,2.0,2039,0.4
17.0,20.0,2.0,2040,0.4
17.0,20.0,2.0,2041,0.4
17.0,20.0,2.0,2042,0.4
17.0,20.0,2.0,2043,0.4
17.0,20.0,2.0,2044,0.4
17.0,20.0,2.0,2045,0.4
17.0,20.0,2.0,2046,0.4
17.0,20.0,2.0,2047,0.4
17.0,20.0,2.0,2048,0.4
17.0,20.0,2.0,2049,0.4
17.0,20.0,2.0,2050,0.4
17.0,20.0,3.0,2023,0.4
17.0,20.0,3.0,2024,0.4
17.0,20.0,3.0,2025,0.4
17.0,20.0,3.0,2026,0.4
17.0,20.0,3.0,2027,0.4
17.0,20.0,3.0,2028,0.4
17.0,20.0,3.0,2029,0.4
17.0,20.0,3.0,2030,0.4
17.0,20.0,3.0,2031,0.4
17.0,20.0,3.0,2032,0.4
17.0,20.0,3.0,2033,0.4
17.0,20.0,3.0,2034,0.4
17.0,20.0,3.0,2035,0.4
17.0,20.0,3.0,2036,0.4
17.0,20.0,3.0,2037,0.4
17.0,20.0,3.0,2038,0.4
17.0,20.0,3.0,2039,0.4
17.0,20.0,3.0,2040,0.4
17.0,20.0,3.0,2041,0.4
17.0,20.0,3.0,2042,0.4
17.0,20.0,3.0,2043,0.4
17.0,20.0,3.0,2044,0.4
17.0,20.0,3.0,2045,0.4
17.0,20.0,3.0,2046,0.4
17.0,20.0,3.0,2047,0.4
17.0,20.0,3.0,2048,0.4
17.0,20.0,3.0,2049,0.4
17.0,20.0,3.0,2050,0.4
18.0,3.0,1.0,2023,0.429
18.0,3.0,1.0,2024,0.429
18.0,3.0,1.0,2025,0.429
18.0,3.0,1.0,2026,0.429
18.0,3.0,1.0,2027,0.429
18.0,3.0,1.0,2028,0.429
18.0,3.0,1.0,2029,0.429
18.0,3.0,1.0,2030,0.429
18.0,3.0,1.0,2031,0.429
18.0,3.0,1.0,2032,0.429
18.0,3.0,1.0,2033,0.429
18.0,3.0,1.0,2034,0.429
18.0,3.0,1.0,2035,0.429
18.0,3.0,1.0,2036,0.429
18.0,3.0,1.0,2037,0.429
18.0,3.0,1.0,2038,0.429
18.0,3.0,1.0,2039,0.429
18.0,3.0,1.0,2040,0.429
18.0,3.0,1.0,2041,0.429
18.0,3.0,1.0,2042,0.429
18.0,3.0,1.0,2043,0.429
18.0,3.0,1.0,2044,0.429
18.0,3.0,1.0,2045,0.429
18.0,3.0,1.0,2046,0.429
18.0,3.0,1.0,2047,0.429
18.0,3.0,1.0,2048,0.429
18.0,3.0,1.0,2049,0.429
18.0,3.0,1.0,2050,0.429
18.0,3.0,2.0,2023,0.429
18.0,3.0,2.0,2024,0.429
18.0,3.0,2.0,2025,0.429
18.0,3.0,2.0,2026,0.429
18.0,3.0,2.0,2027,0.429
18.0,3.0,2.0,2028,0.429
18.0,3.0,2.0,2029,0.429
18.0,3.0,2.0,2030,0.429
18.0,3.0,2.0,2031,0.429
18.0,3.0,2.0,2032,0.429
18.0,3.0,2.0,2033,0.429
18.0,3.0,2.0,2034,0.429
18.0,3.0,2.0,2035,0.429
18.0,3.0,2.0,2036,0.429
18.0,3.0,2.0,2037,0.429
18.0,3.0,2.0,2038,0.429
18.0,3.0,2.0,2039,0.429
18.0,3.0,2.0,2040,0.429
18.0,3.0,2.0,2041,0.429
18.0,3.0,2.0,2042,0.429
18.0,3.0,2.0,2043,0.429
18.0,3.0,2.0,2044,0.429
18.0,3.0,2.0,2045,0.429
18.0,3.0,2.0,2046,0.429
18.0,3.0,2.0,2047,0.429
18.0,3.0,2.0,2048,0.429
18.0,3.0,2.0,2049,0.429
18.0,3.0,2.0,2050,0.429
18.0,3.0,3.0,2023,0.429
18.0,3.0,3.0,2024,0.429
18.0,3.0,3.0,2025,0.429
18.0,3.0,3.0,2026,0.429
18.0,3.0,3.0,2027,0.429
18.0,3.0,3.0,2028,0.429
18.0,3.0,3.0,2029,0.429
18.0,3.0,3.0,2030,0.429
18.0,3.0,3.0,2031,0.429
18.0,3.0,3.0,2032,0.429
18.0,3.0,3.0,2033,0.429
18.0,3.0,3.0,2034,0.429
18.0,3.0,3.0,2035,0.429
18.0,3.0,3.0,2036,0.429
18.0,3.0,3.0,2037,0.429
18.0,3.0,3.0,2038,0.429
18.0,3.0,3.0,2039,0.429
18.0,3.0,3.0,2040,0.429
18.0,3.0,3.0,2041,0.429
18.0,3.0,3.0,2042,0.429
18.0,3.0,3.0,2043,0.429
18.0,3.0,3.0,2044,0.429
18.0,3.0,3.0,2045,0.429
18.0,3.0,3.0,2046,0.429
18.0,3.0,3.0,2047,0.429
18.0,3.0,3.0,2048,0.429
18.0,3.0,3.0,2049,0.429
18.0,3.0,3.0,2050,0.429
18.0,4.0,1.0,2023,1.138
18.0,4.0,1.0,2024,1.138
18.0,4.0,1.0,2025,1.138
18.0,4.0,1.0,2026,1.138
18.0,4.0,1.0,2027,1.138
18.0,4.0,1.0,2028,1.138
18.0,4.0,1.0,2029,1.138
18.0,4.0,1.0,2030,1.138
18.0,4.0,1.0,2031,1.138
18.0,4.0,1.0,2032,1.138
18.0,4.0,1.0,2033,1.138
18.0,4.0,1.0,2034,1.138
18.0,4.0,1.0,2035,1.138
18.0,4.0,1.0,2036,1.138
18.0,4.0,1.0,2037,1.138
18.0,4.0,1.0,2038,1.138
18.0,4.0,1.0,2039,1.138
18.0,4.0,1.0,2040,1.138
18.0,4.0,1.0,2041,1.138
18.0,4.0,1.0,2042,1.138
18.0,4.0,1.0,2043,1.138
18.0,4.0,1.0,2044,1.138
18.0,4.0,1.0,2045,1.138
18.0,4.0,1.0,2046,1.138
18.0,4.0,1.0,2047,1.138
18.0,4.0,1.0,2048,1.138
18.0,4.0,1.0,2049,1.138
18.0,4.0,1.0,2050,1.138
18.0,4.0,2.0,2023,1.138
18.0,4.0,2.0,2024,1.138
18.0,4.0,2.0,2025,1.138
18.0,4.0,2.0,2026,1.138
18.0,4.0,2.0,2027,1.138
18.0,4.0,2.0,2028,1.138
18.0,4.0,2.0,2029,1.138
18.0,4.0,2.0,2030,1.138
18.0,4.0,2.0,2031,1.138
18.0,4.0,2.0,2032,1.138
18.0,4.0,2.0,2033,1.138
18.0,4.0,2.0,2034,1.138
18.0,4.0,2.0,2035,1.138
18.0,4.0,2.0,2036,1.138
18.0,4.0,2.0,2037,1.138
18.0,4.0,2.0,2038,1.138
18.0,4.0,2.0,2039,1.138
18.0,4.0,2.0,2040,1.138
18.0,4.0,2.0,2041,1.138
18.0,4.0,2.0,2042,1.138
18.0,4.0,2.0,2043,1.138
18.0,4.0,2.0,2044,1.138
18.0,4.0,2.0,2045,1.138
18.0,4.0,2.0,2046,1.138
18.0,4.0,2.0,2047,1.138
18.0,4.0,2.0,2048,1.138
18.0,4.0,2.0,2049,1.138
18.0,4.0,2.0,2050,1.138
18.0,4.0,3.0,2023,1.138
18.0,4.0,3.0,2024,1.138
18.0,4.0,3.0,2025,1.138
18.0,4.0,3.0,2026,1.138
18.0,4.0,3.0,2027,1.138
18.0,4.0,3.0,2028,1.138
18.0,4.0,3.0,2029,1.138
18.0,4.0,3.0,2030,1.138
18.0,4.0,3.0,2031,1.138
18.0,4.0,3.0,2032,1.138
18.0,4.0,3.0,2033,1.138
18.0,4.0,3.0,2034,1.138
18.0,4.0,3.0,2035,1.138
18.0,4.0,3.0,2036,1.138
18.0,4.0,3.0,2037,1.138
18.0,4.0,3.0,2038,1.138
18.0,4.0,3.0,2039,1.138
18.0,4.0,3.0,2040,1.138
18.0,4.0,3.0,2041,1.138
18.0,4.0,3.0,2042,1.138
18.0,4.0,3.0,2043,1.138
18.0,4.0,3.0,2044,1.138
18.0,4.0,3.0,2045,1.138
18.0,4.0,3.0,2046,1.138
18.0,4.0,3.0,2047,1.138
18.0,4.0,3.0,2048,1.138
18.0,4.0,3.0,2049,1.138
18.0,4.0,3.0,2050,1.138
18.0,6.0,1.0,2023,0.49
18.0,6.0,1.0,2024,0.49
18.0,6.0,1.0,2025,0.49
18.0,6.0,1.0,2026,0.49
18.0,6.0,1.0,2027,0.49
18.0,6.0,1.0,2028,0.49
18.0,6.0,1.0,2029,0.49
18.0,6.0,1.0,2030,0.49
18.0,6.0,1.0,2031,0.49
18.0,6.0,1.0,2032,0.49
18.0,6.0,1.0,2033,0.49
18.0,6.0,1.0,2034,0.49
18.0,6.0,1.0,2035,0.49
18.0,6.0,1.0,2036,0.49
18.0,6.0,1.0,2037,0.49
18.0,6.0,1.0,2038,0.49
18.0,6.0,1.0,2039,0.49
18.0,6.0,1.0,2040,0.49
18.0,6.0,1.0,2041,0.49
18.0,6.0,1.0,2042,0.49
18.0,6.0,1.0,2043,0.49
18.0,6.0,1.0,2044,0.49
18.0,6.0,1.0,2045,0.49
18.0,6.0,1.0,2046,0.49
18.0,6.0,1.0,2047,0.49
18.0,6.0,1.0,2048,0.49
18.0,6.0,1.0,2049,0.49
18.0,6.0,1.0,2050,0.49
18.0,6.0,2.0,2023,0.49
18.0,6.0,2.0,2024,0.49
18.0,6.0,2.0,2025,0.49
18.0,6.0,2.0,2026,0.49
18.0,6.0,2.0,2027,0.49
18.0,6.0,2.0,2028,0.49
18.0,6.0,2.0,2029,0.49
18.0,6.0,2.0,2030,0.49
18.0,6.0,2.0,2031,0.49
18.0,6.0,2.0,2032,0.49
18.0,6.0,2.0,2033,0.49
18.0,6.0,2.0,2034,0.49
18.0,6.0,2.0,2035,0.49
18.0,6.0,2.0,2036,0.49
18.0,6.0,2.0,2037,0.49
18.0,6.0,2.0,2038,0.49
18.0,6.0,2.0,2039,0.49
18.0,6.0,2.0,2040,0.49
18.0,6.0,2.0,2041,0.49
18.0,6.0,2.0,2042,0.49
18.0,6.0,2.0,2043,0.49
18.0,6.0,2.0,2044,0.49
18.0,6.0,2.0,2045,0.49
18.0,6.0,2.0,2046,0.49
18.0,6.0,2.0,2047,0.49
18.0,6.0,2.0,2048,0.49
18.0,6.0,2.0,2049,0.49
18.0,6.0,2.0,2050,0.49
18.0,6.0,3.0,2023,0.49
18.0,6.0,3.0,2024,0.49
18.0,6.0,3.0,2025,0.49
18.0,6.0,3.0,2026,0.49
18.0,6.0,3.0,2027,0.49
18.0,6.0,3.0,2028,0.49
18.0,6.0,3.0,2029,0.49
18.0,6.0,3.0,2030,0.49
18.0,6.0,3.0,2031,0.49
18.0,6.0,3.0,2032,0.49
18.0,6.0,3.0,2033,0.49
18.0,6.0,3.0,2034,0.49
18.0,6.0,3.0,2035,0.49
18.0,6.0,3.0,2036,0.49
18.0,6.0,3.0,2037,0.49
18.0,6.0,3.0,2038,0.49
18.0,6.0,3.0,2039,0.49
18.0,6.0,3.0,2040,0.49
18.0,6.0,3.0,2041,0.49
18.0,6.0,3.0,2042,0.49
18.0,6.0,3.0,2043,0.49
18.0,6.0,3.0,2044,0.49
18.0,6.0,3.0,2045,0.49
18.0,6.0,3.0,2046,0.49
18.0,6.0,3.0,2047,0.49
18.0,6.0,3.0,2048,0.49
18.0,6.0,3.0,2049,0.49
18.0,6.0,3.0,2050,0.49
18.0,17.0,1.0,2023,0.373
18.0,17.0,1.0,2024,0.373
18.0,17.0,1.0,2025,0.373
18.0,17.0,1.0,2026,0.373
18.0,17.0,1.0,2027,0.373
18.0,17.0,1.0,2028,0.373
18.0,17.0,1.0,2029,0.373
18.0,17.0,1.0,2030,0.373
18.0,17.0,1.0,2031,0.373
18.0,17.0,1.0,2032,0.373
18.0,17.0,1.0,2033,0.373
18.0,17.0,1.0,2034,0.373
18.0,17.0,1.0,2035,0.373
18.0,17.0,1.0,2036,0.373
18.0,17.0,1.0,2037,0.373
18.0,17.0,1.0,2038,0.373
18.0,17.0,1.0,2039,0.373
18.0,17.0,1.0,2040,0.373
18.0,17.0,1.0,2041,0.373
18.0,17.0,1.0,2042,0.373
18.0,17.0,1.0,2043,0.373
18.0,17.0,1.0,2044,0.373
18.0,17.0,1.0,2045,0.373
18.0,17.0,1.0,2046,0.373
18.0,17.0,1.0,2047,0.373
18.0,17.0,1.0,2048,0.373
18.0,17.0,1.0,2049,0.373
18.0,17.0,1.0,2050,0.373
18.0,17.0,2.0,2023,0.373
18.0,17.0,2.0,2024,0.373
18.0,17.0,2.0,2025,0.373
18.0,17.0,2.0,2026,0.373
18.0,17.0,2.0,2027,0.373
18.0,17.0,2.0,2028,0.373
18.0,17.0,2.0,2029,0.373
18.0,17.0,2.0,2030,0.373
18.0,17.0,2.0,2031,0.373
18.0,17.0,2.0,2032,0.373
18.0,17.0,2.0,2033,0.373
18.0,17.0,2.0,2034,0.373
18.0,17.0,2.0,2035,0.373
18.0,17.0,2.0,2036,0.373
18.0,17.0,2.0,2037,0.373
18.0,17.0,2.0,2038,0.373
18.0,17.0,2.0,2039,0.373
18.0,17.0,2.0,2040,0.373
18.0,17.0,2.0,2041,0.373
18.0,17.0,2.0,2042,0.373
18.0,17.0,2.0,2043,0.373
18.0,17.0,2.0,2044,0.373
18.0,17.0,2.0,2045,0.373
18.0,17.0,2.0,2046,0.373
18.0,17.0,2.0,2047,0.373
18.0,17.0,2.0,2048,0.373
18.0,17.0,2.0,2049,0.373
18.0,17.0,2.0,2050,0.373
18.0,17.0,3.0,2023,0.373
18.0,17.0,3.0,2024,0.373
18.0,17.0,3.0,2025,0.373
18.0,17.0,3.0,2026,0.373
18.0,17.0,3.0,2027,0.373
18.0,17.0,3.0,2028,0.373
18.0,17.0,3.0,2029,0.373
18.0,17.0,3.0,2030,0.373
18.0,17.0,3.0,2031,0.373
18.0,17.0,3.0,2032,0.373
18.0,17.0,3.0,2033,0.373
18.0,17.0,3.0,2034,0.373
18.0,17.0,3.0,2035,0.373
18.0,17.0,3.0,2036,0.373
18.0,17.0,3.0,2037,0.373
18.0,17.0,3.0,2038,0.373
18.0,17.0,3.0,2039,0.373
18.0,17.0,3.0,2040,0.373
18.0,17.0,3.0,2041,0.373
18.0,17.0,3.0,2042,0.373
18.0,17.0,3.0,2043,0.373
18.0,17.0,3.0,2044,0.373
18.0,17.0,3.0,2045,0.373
18.0,17.0,3.0,2046,0.373
18.0,17.0,3.0,2047,0.373
18.0,17.0,3.0,2048,0.373
18.0,17.0,3.0,2049,0.373
18.0,17.0,3.0,2050,0.373
18.0,19.0,1.0,2023,2.878
18.0,19.0,1.0,2024,2.878
18.0,19.0,1.0,2025,2.878
18.0,19.0,1.0,2026,2.878
18.0,19.0,1.0,2027,2.878
18.0,19.0,1.0,2028,2.878
18.0,19.0,1.0,2029,2.878
18.0,19.0,1.0,2030,2.878
18.0,19.0,1.0,2031,2.878
18.0,19.0,1.0,2032,2.878
18.0,19.0,1.0,2033,2.878
18.0,19.0,1.0,2034,2.878
18.0,19.0,1.0,2035,2.878
18.0,19.0,1.0,2036,2.878
18.0,19.0,1.0,2037,2.878
18.0,19.0,1.0,2038,2.878
18.0,19.0,1.0,2039,2.878
18.0,19.0,1.0,2040,2.878
18.0,19.0,1.0,2041,2.878
18.0,19.0,1.0,2042,2.878
18.0,19.0,1.0,2043,2.878
18.0,19.0,1.0,2044,2.878
18.0,19.0,1.0,2045,2.878
18.0,19.0,1.0,2046,2.878
18.0,19.0,1.0,2047,2.878
18.0,19.0,1.0,2048,2.878
18.0,19.0,1.0,2049,2.878
18.0,19.0,1.0,2050,2.878
18.0,19.0,2.0,2023,2.878
18.0,19.0,2.0,2024,2.878
18.0,19.0,2.0,2025,2.878
18.0,19.0,2.0,2026,2.878
18.0,19.0,2.0,2027,2.878
18.0,19.0,2.0,2028,2.878
18.0,19.0,2.0,2029,2.878
18.0,19.0,2.0,2030,2.878
18.0,19.0,2.0,2031,2.878
18.0,19.0,2.0,2032,2.878
18.0,19.0,2.0,2033,2.878
18.0,19.0,2.0,2034,2.878
18.0,19.0,2.0,2035,2.878
18.0,19.0,2.0,2036,2.878
18.0,19.0,2.0,2037,2.878
18.0,19.0,2.0,2038,2.878
18.0,19.0,2.0,2039,2.878
18.0,19.0,2.0,2040,2.878
18.0,19.0,2.0,2041,2.878
18.0,19.0,2.0,2042,2.878
18.0,19.0,2.0,2043,2.878
18.0,19.0,2.0,2044,2.878
18.0,19.0,2.0,2045,2.878
18.0,19.0,2.0,2046,2.878
18.0,19.0,2.0,2047,2.878
18.0,19.0,2.0,2048,2.878
18.0,19.0,2.0,2049,2.878
18.0,19.0,2.0,2050,2.878
18.0,19.0,3.0,2023,2.878
18.0,19.0,3.0,2024,2.878
18.0,19.0,3.0,2025,2.878
18.0,19.0,3.0,2026,2.878
18.0,19.0,3.0,2027,2.878
18.0,19.0,3.0,2028,2.878
18.0,19.0,3.0,2029,2.878
18.0,19.0,3.0,2030,2.878
18.0,19.0,3.0,2031,2.878
18.0,19.0,3.0,2032,2.878
18.0,19.0,3.0,2033,2.878
18.0,19.0,3.0,2034,2.878
18.0,19.0,3.0,2035,2.878
18.0,19.0,3.0,2036,2.878
18.0,19.0,3.0,2037,2.878
18.0,19.0,3.0,2038,2.878
18.0,19.0,3.0,2039,2.878
18.0,19.0,3.0,2040,2.878
18.0,19.0,3.0,2041,2.878
18.0,19.0,3.0,2042,2.878
18.0,19.0,3.0,2043,2.878
18.0,19.0,3.0,2044,2.878
18.0,19.0,3.0,2045,2.878
18.0,19.0,3.0,2046,2.878
18.0,19.0,3.0,2047,2.878
18.0,19.0,3.0,2048,2.878
18.0,19.0,3.0,2049,2.878
18.0,19.0,3.0,2050,2.878
18.0,24.0,1.0,2023,0.21
18.0,24.0,1.0,2024,0.21
18.0,24.0,1.0,2025,0.21
18.0,24.0,1.0,2026,0.21
18.0,24.0,1.0,2027,0.21
18.0,24.0,1.0,2028,0.21
18.0,24.0,1.0,2029,0.21
18.0,24.0,1.0,2030,0.21
18.0,24.0,1.0,2031,0.21
18.0,24.0,1.0,2032,0.21
18.0,24.0,1.0,2033,0.21
18.0,24.0,1.0,2034,0.21
18.0,24.0,1.0,2035,0.21
18.0,24.0,1.0,2036,0.21
18.0,24.0,1.0,2037,0.21
18.0,24.0,1.0,2038,0.21
18.0,24.0,1.0,2039,0.21
18.0,24.0,1.0,2040,0.21
18.0,24.0,1.0,2041,0.21
18.0,24.0,1.0,2042,0.21
18.0,24.0,1.0,2043,0.21
18.0,24.0,1.0,2044,0.21
18.0,24.0,1.0,2045,0.21
18.0,24.0,1.0,2046,0.21
18.0,24.0,1.0,2047,0.21
18.0,24.0,1.0,2048,0.21
18.0,24.0,1.0,2049,0.21
18.0,24.0,1.0,2050,0.21
18.0,24.0,2.0,2023,0.21
18.0,24.0,2.0,2024,0.21
18.0,24.0,2.0,2025,0.21
18.0,24.0,2.0,2026,0.21
18.0,24.0,2.0,2027,0.21
18.0,24.0,2.0,2028,0.21
18.0,24.0,2.0,2029,0.21
18.0,24.0,2.0,2030,0.21
18.0,24.0,2.0,2031,0.21
18.0,24.0,2.0,2032,0.21
18.0,24.0,2.0,2033,0.21
18.0,24.0,2.0,2034,0.21
18.0,24.0,2.0,2035,0.21
18.0,24.0,2.0,2036,0.21
18.0,24.0,2.0,2037,0.21
18.0,24.0,2.0,2038,0.21
18.0,24.0,2.0,2039,0.21
18.0,24.0,2.0,2040,0.21
18.0,24.0,2.0,2041,0.21
18.0,24.0,2.0,2042,0.21
18.0,24.0,2.0,2043,0.21
18.0,24.0,2.0,2044,0.21
18.0,24.0,2.0,2045,0.21
18.0,24.0,2.0,2046,0.21
18.0,24.0,2.0,2047,0.21
18.0,24.0,2.0,2048,0.21
18.0,24.0,2.0,2049,0.21
18.0,24.0,2.0,2050,0.21
18.0,24.0,3.0,2023,0.21
18.0,24.0,3.0,2024,0.21
18.0,24.0,3.0,2025,0.21
18.0,24.0,3.0,2026,0.21
18.0,24.0,3.0,2027,0.21
18.0,24.0,3.0,2028,0.21
18.0,24.0,3.0,2029,0.21
18.0,24.0,3.0,2030,0.21
18.0,24.0,3.0,2031,0.21
18.0,24.0,3.0,2032,0.21
18.0,24.0,3.0,2033,0.21
18.0,24.0,3.0,2034,0.21
18.0,24.0,3.0,2035,0.21
18.0,24.0,3.0,2036,0.21
18.0,24.0,3.0,2037,0.21
18.0,24.0,3.0,2038,0.21
18.0,24.0,3.0,2039,0.21
18.0,24.0,3.0,2040,0.21
18.0,24.0,3.0,2041,0.21
18.0,24.0,3.0,2042,0.21
18.0,24.0,3.0,2043,0.21
18.0,24.0,3.0,2044,0.21
18.0,24.0,3.0,2045,0.21
18.0,24.0,3.0,2046,0.21
18.0,24.0,3.0,2047,0.21
18.0,24.0,3.0,2048,0.21
18.0,24.0,3.0,2049,0.21
18.0,24.0,3.0,2050,0.21
19.0,3.0,1.0,2023,9.521
19.0,3.0,1.0,2024,9.521
19.0,3.0,1.0,2025,9.521
19.0,3.0,1.0,2026,9.521
19.0,3.0,1.0,2027,9.521
19.0,3.0,1.0,2028,9.521
19.0,3.0,1.0,2029,9.521
19.0,3.0,1.0,2030,9.521
19.0,3.0,1.0,2031,9.521
19.0,3.0,1.0,2032,9.521
19.0,3.0,1.0,2033,9.521
19.0,3.0,1.0,2034,9.521
19.0,3.0,1.0,2035,9.521
19.0,3.0,1.0,2036,9.521
19.0,3.0,1.0,2037,9.521
19.0,3.0,1.0,2038,9.521
19.0,3.0,1.0,2039,9.521
19.0,3.0,1.0,2040,9.521
19.0,3.0,1.0,2041,9.521
19.0,3.0,1.0,2042,9.521
19.0,3.0,1.0,2043,9.521
19.0,3.0,1.0,2044,9.521
19.0,3.0,1.0,2045,9.521
19.0,3.0,1.0,2046,9.521
19.0,3.0,1.0,2047,9.521
19.0,3.0,1.0,2048,9.521
19.0,3.0,1.0,2049,9.521
19.0,3.0,1.0,2050,9.521
19.0,3.0,2.0,2023,9.521
19.0,3.0,2.0,2024,9.521
19.0,3.0,2.0,2025,9.521
19.0,3.0,2.0,2026,9.521
19.0,3.0,2.0,2027,9.521
19.0,3.0,2.0,2028,9.521
19.0,3.0,2.0,2029,9.521
19.0,3.0,2.0,2030,9.521
19.0,3.0,2.0,2031,9.521
19.0,3.0,2.0,2032,9.521
19.0,3.0,2.0,2033,9.521
19.0,3.0,2.0,2034,9.521
19.0,3.0,2.0,2035,9.521
19.0,3.0,2.0,2036,9.521
19.0,3.0,2.0,2037,9.521
19.0,3.0,2.0,2038,9.521
19.0,3.0,2.0,2039,9.521
19.0,3.0,2.0,2040,9.521
19.0,3.0,2.0,2041,9.521
19.0,3.0,2.0,2042,9.521
19.0,3.0,2.0,2043,9.521
19.0,3.0,2.0,2044,9.521
19.0,3.0,2.0,2045,9.521
19.0,3.0,2.0,2046,9.521
19.0,3.0,2.0,2047,9.521
19.0,3.0,2.0,2048,9.521
19.0,3.0,2.0,2049,9.521
19.0,3.0,2.0,2050,9.521
19.0,3.0,3.0,2023,9.521
19.0,3.0,3.0,2024,9.521
19.0,3.0,3.0,2025,9.521
19.0,3.0,3.0,2026,9.521
19.0,3.0,3.0,2027,9.521
19.0,3.0,3.0,2028,9.521
19.0,3.0,3.0,2029,9.521
19.0,3.0,3.0,2030,9.521
19.0,3.0,3.0,2031,9.521
19.0,3.0,3.0,2032,9.521
19.0,3.0,3.0,2033,9.521
19.0,3.0,3.0,2034,9.521
19.0,3.0,3.0,2035,9.521
19.0,3.0,3.0,2036,9.521
19.0,3.0,3.0,2037,9.521
19.0,3.0,3.0,2038,9.521
19.0,3.0,3.0,2039,9.521
19.0,3.0,3.0,2040,9.521
19.0,3.0,3.0,2041,9.521
19.0,3.0,3.0,2042,9.521
19.0,3.0,3.0,2043,9.521
19.0,3.0,3.0,2044,9.521
19.0,3.0,3.0,2045,9.521
19.0,3.0,3.0,2046,9.521
19.0,3.0,3.0,2047,9.521
19.0,3.0,3.0,2048,9.521
19.0,3.0,3.0,2049,9.521
19.0,3.0,3.0,2050,9.521
19.0,18.0,1.0,2023,2.878
19.0,18.0,1.0,2024,2.878
19.0,18.0,1.0,2025,2.878
19.0,18.0,1.0,2026,2.878
19.0,18.0,1.0,2027,2.878
19.0,18.0,1.0,2028,2.878
19.0,18.0,1.0,2029,2.878
19.0,18.0,1.0,2030,2.878
19.0,18.0,1.0,2031,2.878
19.0,18.0,1.0,2032,2.878
19.0,18.0,1.0,2033,2.878
19.0,18.0,1.0,2034,2.878
19.0,18.0,1.0,2035,2.878
19.0,18.0,1.0,2036,2.878
19.0,18.0,1.0,2037,2.878
19.0,18.0,1.0,2038,2.878
19.0,18.0,1.0,2039,2.878
19.0,18.0,1.0,2040,2.878
19.0,18.0,1.0,2041,2.878
19.0,18.0,1.0,2042,2.878
19.0,18.0,1.0,2043,2.878
19.0,18.0,1.0,2044,2.878
19.0,18.0,1.0,2045,2.878
19.0,18.0,1.0,2046,2.878
19.0,18.0,1.0,2047,2.878
19.0,18.0,1.0,2048,2.878
19.0,18.0,1.0,2049,2.878
19.0,18.0,1.0,2050,2.878
19.0,18.0,2.0,2023,2.878
19.0,18.0,2.0,2024,2.878
19.0,18.0,2.0,2025,2.878
19.0,18.0,2.0,2026,2.878
19.0,18.0,2.0,2027,2.878
19.0,18.0,2.0,2028,2.878
19.0,18.0,2.0,2029,2.878
19.0,18.0,2.0,2030,2.878
19.0,18.0,2.0,2031,2.878
19.0,18.0,2.0,2032,2.878
19.0,18.0,2.0,2033,2.878
19.0,18.0,2.0,2034,2.878
19.0,18.0,2.0,2035,2.878
19.0,18.0,2.0,2036,2.878
19.0,18.0,2.0,2037,2.878
19.0,18.0,2.0,2038,2.878
19.0,18.0,2.0,2039,2.878
19.0,18.0,2.0,2040,2.878
19.0,18.0,2.0,2041,2.878
19.0,18.0,2.0,2042,2.878
19.0,18.0,2.0,2043,2.878
19.0,18.0,2.0,2044,2.878
19.0,18.0,2.0,2045,2.878
19.0,18.0,2.0,2046,2.878
19.0,18.0,2.0,2047,2.878
19.0,18.0,2.0,2048,2.878
