region,tech,year,step,CapCost
5,15,2034,1,1061580
5,15,2035,1,1034360
5,15,2036,1,1007140
5,15,2037,1,979920
5,15,2038,1,952700
5,15,2039,1,925480
5,15,2040,1,898260
5,15,2041,1,871040
5,15,2042,1,843820
5,15,2043,1,816600
5,15,2044,1,789380
5,15,2045,1,762160
5,15,2046,1,734940
5,15,2047,1,707720
5,15,2048,1,680500
5,15,2049,1,653280
5,15,2050,1,626060
6,1,2023,3,3716000
6,1,2024,3,3641680
6,1,2025,3,3567360
6,1,2026,3,3493040
6,1,2027,3,3418720
6,1,2028,3,3344400
6,1,2029,3,3270080
6,1,2030,3,3195760
6,1,2031,3,3121440
6,1,2032,3,3047120
6,1,2033,3,2972800
6,1,2034,3,2898480
6,1,2035,3,2824160
6,1,2036,3,2749840
6,1,2037,3,2675520
6,1,2038,3,2601200
6,1,2039,3,2526880
6,1,2040,3,2452560
6,1,2041,3,2378240
6,1,2042,3,2303920
6,1,2043,3,2229600
6,1,2044,3,2155280
6,1,2045,3,2080960
6,1,2046,3,2006640
6,1,2047,3,1932320
6,1,2048,3,1858000
6,1,2049,3,1783680
6,1,2050,3,1709360
6,3,2023,3,757000
6,3,2024,3,741860
6,3,2025,3,726720
6,3,2026,3,711580
6,3,2027,3,696440
6,3,2028,3,681300
6,3,2029,3,666160
6,3,2030,3,651020
6,3,2031,3,635880
6,3,2032,3,620740
6,3,2033,3,605600
6,3,2034,3,590460
6,3,2035,3,575320
6,3,2036,3,560180
6,3,2037,3,545040
6,3,2038,3,529900
6,3,2039,3,514760
6,3,2040,3,499620
6,3,2041,3,484480
6,3,2042,3,469340
6,3,2043,3,454200
6,3,2044,3,439060
6,3,2045,3,423920
6,3,2046,3,408780
6,3,2047,3,393640
6,3,2048,3,378500
6,3,2049,3,363360
6,3,2050,3,348220
6,4,2023,3,786000
6,4,2024,3,770280
6,4,2025,3,754560
6,4,2026,3,738840
6,4,2027,3,723120
6,4,2028,3,707400
6,4,2029,3,691680
6,4,2030,3,675960
6,4,2031,3,660240
6,4,2032,3,644520
6,4,2033,3,628800
6,4,2034,3,613080
6,4,2035,3,597360
6,4,2036,3,581640
6,4,2037,3,565920
6,4,2038,3,550200
6,4,2039,3,534480
6,4,2040,3,518760
6,4,2041,3,503040
6,4,2042,3,487320
6,4,2043,3,471600
6,4,2044,3,455880
6,4,2045,3,440160
6,4,2046,3,424440
6,4,2047,3,408720
6,4,2048,3,393000
6,4,2049,3,377280
6,4,2050,3,361560
6,6,2023,1,7477000
6,6,2024,1,7327460
6,6,2025,1,7177920
6,6,2026,1,7028380
6,6,2027,1,6878840
6,6,2028,1,6729300
6,6,2029,1,6579760
6,6,2030,1,6430220
6,6,2031,1,6280680
6,6,2032,1,6131140
6,6,2033,1,5981600
6,6,2034,1,5832060
6,6,2035,1,5682520
6,6,2036,1,5532980
6,6,2037,1,5383440
6,6,2038,1,5233900
6,6,2039,1,5084360
6,6,2040,1,4934820
6,6,2041,1,4785280
6,6,2042,1,4635740
6,6,2043,1,4486200
6,6,2044,1,4336660
6,6,2045,1,4187120
6,6,2046,1,4037580
6,6,2047,1,3888040
6,6,2048,1,3738500
6,6,2049,1,3588960
6,6,2050,1,3439420
6,7,2023,1,4379000
6,7,2024,1,4291420
6,7,2025,1,4203840
6,7,2026,1,4116260
6,7,2027,1,4028680
6,7,2028,1,3941100
6,7,2029,1,3853520
6,7,2030,1,3765940
6,7,2031,1,3678360
6,7,2032,1,3590780
6,7,2033,1,3503200
6,7,2034,1,3415620
6,7,2035,1,3328040
6,7,2036,1,3240460
6,7,2037,1,3152880
6,7,2038,1,3065300
6,7,2039,1,2977720
6,7,2040,1,2890140
6,7,2041,1,2802560
6,7,2042,1,2714980
6,7,2043,1,2627400
6,7,2044,1,2539820
6,7,2045,1,2452240
6,7,2046,1,2364660
6,7,2047,1,2277080
6,7,2048,1,2189500
6,7,2049,1,2101920
6,7,2050,1,2014340
6,8,2023,1,2950000
6,8,2024,1,2891000
6,8,2025,1,2832000
6,8,2026,1,2773000
6,8,2027,1,2714000
6,8,2028,1,2655000
6,8,2029,1,2596000
6,8,2030,1,2537000
6,8,2031,1,2478000
6,8,2032,1,2419000
6,8,2033,1,2360000
6,8,2034,1,2301000
6,8,2035,1,2242000
6,8,2036,1,2183000
6,8,2037,1,2124000
6,8,2038,1,2065000
6,8,2039,1,2006000
6,8,2040,1,1947000
6,8,2041,1,1888000
6,8,2042,1,1829000
6,8,2043,1,1770000
6,8,2044,1,1711000
6,8,2045,1,1652000
6,8,2046,1,1593000
6,8,2047,1,1534000
6,8,2048,1,1475000
6,8,2049,1,1416000
6,8,2050,1,1357000
6,14,2023,1,1344000
6,14,2024,1,1317120
6,14,2025,1,1290240
6,14,2026,1,1263360
6,14,2027,1,1236480
6,14,2028,1,1209600
6,14,2029,1,1182720
6,14,2030,1,1155840
6,14,2031,1,1128960
6,14,2032,1,1102080
6,14,2033,1,1075200
6,14,2034,1,1048320
6,14,2035,1,1021440
6,14,2036,1,994560
6,14,2037,1,967680
6,14,2038,1,940800
6,14,2039,1,913920
6,14,2040,1,887040
6,14,2041,1,860160
6,14,2042,1,833280
6,14,2043,1,806400
6,14,2044,1,779520
6,14,2045,1,752640
6,14,2046,1,725760
6,14,2047,1,698880
6,14,2048,1,672000
6,14,2049,1,645120
6,14,2050,1,618240
6,15,2023,1,1361000
6,15,2024,1,1333780
6,15,2025,1,1306560
6,15,2026,1,1279340
6,15,2027,1,1252120
6,15,2028,1,1224900
6,15,2029,1,1197680
6,15,2030,1,1170460
6,15,2031,1,1143240
6,15,2032,1,1116020
6,15,2033,1,1088800
6,15,2034,1,1061580
6,15,2035,1,1034360
6,15,2036,1,1007140
6,15,2037,1,979920
6,15,2038,1,952700
6,15,2039,1,925480
6,15,2040,1,898260
6,15,2041,1,871040
6,15,2042,1,843820
6,15,2043,1,816600
6,15,2044,1,789380
6,15,2045,1,762160
6,15,2046,1,734940
6,15,2047,1,707720
6,15,2048,1,680500
6,15,2049,1,653280
6,15,2050,1,626060
7,1,2023,3,3716000
7,1,2024,3,3641680
7,1,2025,3,3567360
7,1,2026,3,3493040
7,1,2027,3,3418720
7,1,2028,3,3344400
7,1,2029,3,3270080
7,1,2030,3,3195760
7,1,2031,3,3121440
7,1,2032,3,3047120
7,1,2033,3,2972800
7,1,2034,3,2898480
7,1,2035,3,2824160
7,1,2036,3,2749840
7,1,2037,3,2675520
7,1,2038,3,2601200
7,1,2039,3,2526880
7,1,2040,3,2452560
7,1,2041,3,2378240
7,1,2042,3,2303920
7,1,2043,3,2229600
7,1,2044,3,2155280
7,1,2045,3,2080960
7,1,2046,3,2006640
7,1,2047,3,1932320
7,1,2048,3,1858000
7,1,2049,3,1783680
7,1,2050,3,1709360
7,3,2023,3,757000
7,3,2024,3,741860
7,3,2025,3,726720
7,3,2026,3,711580
7,3,2027,3,696440
7,3,2028,3,681300
7,3,2029,3,666160
7,3,2030,3,651020
7,3,2031,3,635880
7,3,2032,3,620740
7,3,2033,3,605600
7,3,2034,3,590460
7,3,2035,3,575320
7,3,2036,3,560180
7,3,2037,3,545040
7,3,2038,3,529900
7,3,2039,3,514760
7,3,2040,3,499620
7,3,2041,3,484480
7,3,2042,3,469340
7,3,2043,3,454200
7,3,2044,3,439060
7,3,2045,3,423920
7,3,2046,3,408780
7,3,2047,3,393640
7,3,2048,3,378500
7,3,2049,3,363360
7,3,2050,3,348220
7,4,2023,3,786000
7,4,2024,3,770280
7,4,2025,3,754560
7,4,2026,3,738840
7,4,2027,3,723120
7,4,2028,3,707400
7,4,2029,3,691680
7,4,2030,3,675960
7,4,2031,3,660240
7,4,2032,3,644520
7,4,2033,3,628800
7,4,2034,3,613080
7,4,2035,3,597360
7,4,2036,3,581640
7,4,2037,3,565920
7,4,2038,3,550200
7,4,2039,3,534480
7,4,2040,3,518760
7,4,2041,3,503040
7,4,2042,3,487320
7,4,2043,3,471600
7,4,2044,3,455880
7,4,2045,3,440160
7,4,2046,3,424440
7,4,2047,3,408720
7,4,2048,3,393000
7,4,2049,3,377280
7,4,2050,3,361560
7,6,2023,1,7477000
7,6,2024,1,7327460
7,6,2025,1,7177920
7,6,2026,1,7028380
7,6,2027,1,6878840
7,6,2028,1,6729300
7,6,2029,1,6579760
7,6,2030,1,6430220
7,6,2031,1,6280680
7,6,2032,1,6131140
7,6,2033,1,5981600
7,6,2034,1,5832060
7,6,2035,1,5682520
7,6,2036,1,5532980
7,6,2037,1,5383440
7,6,2038,1,5233900
7,6,2039,1,5084360
7,6,2040,1,4934820
7,6,2041,1,4785280
7,6,2042,1,4635740
7,6,2043,1,4486200
7,6,2044,1,4336660
7,6,2045,1,4187120
7,6,2046,1,4037580
7,6,2047,1,3888040
7,6,2048,1,3738500
7,6,2049,1,3588960
7,6,2050,1,3439420
7,7,2023,1,4379000
7,7,2024,1,4291420
7,7,2025,1,4203840
7,7,2026,1,4116260
7,7,2027,1,4028680
7,7,2028,1,3941100
7,7,2029,1,3853520
7,7,2030,1,3765940
7,7,2031,1,3678360
7,7,2032,1,3590780
7,7,2033,1,3503200
7,7,2034,1,3415620
7,7,2035,1,3328040
7,7,2036,1,3240460
7,7,2037,1,3152880
7,7,2038,1,3065300
7,7,2039,1,2977720
7,7,2040,1,2890140
7,7,2041,1,2802560
7,7,2042,1,2714980
7,7,2043,1,2627400
7,7,2044,1,2539820
7,7,2045,1,2452240
7,7,2046,1,2364660
7,7,2047,1,2277080
7,7,2048,1,2189500
7,7,2049,1,2101920
7,7,2050,1,2014340
7,8,2023,1,2950000
7,8,2024,1,2891000
7,8,2025,1,2832000
7,8,2026,1,2773000
7,8,2027,1,2714000
7,8,2028,1,2655000
7,8,2029,1,2596000
7,8,2030,1,2537000
7,8,2031,1,2478000
7,8,2032,1,2419000
7,8,2033,1,2360000
7,8,2034,1,2301000
7,8,2035,1,2242000
7,8,2036,1,2183000
7,8,2037,1,2124000
7,8,2038,1,2065000
7,8,2039,1,2006000
7,8,2040,1,1947000
7,8,2041,1,1888000
7,8,2042,1,1829000
7,8,2043,1,1770000
7,8,2044,1,1711000
7,8,2045,1,1652000
7,8,2046,1,1593000
7,8,2047,1,1534000
7,8,2048,1,1475000
7,8,2049,1,1416000
7,8,2050,1,1357000
7,14,2023,1,1344000
7,14,2024,1,1317120
7,14,2025,1,1290240
7,14,2026,1,1263360
7,14,2027,1,1236480
7,14,2028,1,1209600
7,14,2029,1,1182720
7,14,2030,1,1155840
7,14,2031,1,1128960
7,14,2032,1,1102080
7,14,2033,1,1075200
7,14,2034,1,1048320
7,14,2035,1,1021440
7,14,2036,1,994560
7,14,2037,1,967680
7,14,2038,1,940800
7,14,2039,1,913920
7,14,2040,1,887040
7,14,2041,1,860160
7,14,2042,1,833280
7,14,2043,1,806400
7,14,2044,1,779520
7,14,2045,1,752640
7,14,2046,1,725760
7,14,2047,1,698880
7,14,2048,1,672000
7,14,2049,1,645120
7,14,2050,1,618240
7,15,2023,1,1361000
7,15,2024,1,1333780
7,15,2025,1,1306560
7,15,2026,1,1279340
7,15,2027,1,1252120
7,15,2028,1,1224900
7,15,2029,1,1197680
7,15,2030,1,1170460
7,15,2031,1,1143240
7,15,2032,1,1116020
7,15,2033,1,1088800
7,15,2034,1,1061580
7,15,2035,1,1034360
7,15,2036,1,1007140
7,15,2037,1,979920
7,15,2038,1,952700
7,15,2039,1,925480
7,15,2040,1,898260
7,15,2041,1,871040
7,15,2042,1,843820
7,15,2043,1,816600
7,15,2044,1,789380
7,15,2045,1,762160
7,15,2046,1,734940
7,15,2047,1,707720
7,15,2048,1,680500
7,15,2049,1,653280
7,15,2050,1,626060
8,1,2023,3,3716000
8,1,2024,3,3641680
8,1,2025,3,3567360
8,1,2026,3,3493040
8,1,2027,3,3418720
8,1,2028,3,3344400
8,1,2029,3,3270080
8,1,2030,3,3195760
8,1,2031,3,3121440
8,1,2032,3,3047120
8,1,2033,3,2972800
8,1,2034,3,2898480
8,1,2035,3,2824160
8,1,2036,3,2749840
8,1,2037,3,2675520
8,1,2038,3,2601200
8,1,2039,3,2526880
8,1,2040,3,2452560
8,1,2041,3,2378240
8,1,2042,3,2303920
8,1,2043,3,2229600
8,1,2044,3,2155280
8,1,2045,3,2080960
8,1,2046,3,2006640
8,1,2047,3,1932320
8,1,2048,3,1858000
8,1,2049,3,1783680
8,1,2050,3,1709360
8,3,2023,3,757000
8,3,2024,3,741860
8,3,2025,3,726720
8,3,2026,3,711580
8,3,2027,3,696440
8,3,2028,3,681300
8,3,2029,3,666160
8,3,2030,3,651020
8,3,2031,3,635880
8,3,2032,3,620740
8,3,2033,3,605600
8,3,2034,3,590460
8,3,2035,3,575320
8,3,2036,3,560180
8,3,2037,3,545040
8,3,2038,3,529900
8,3,2039,3,514760
8,3,2040,3,499620
8,3,2041,3,484480
8,3,2042,3,469340
8,3,2043,3,454200
8,3,2044,3,439060
8,3,2045,3,423920
8,3,2046,3,408780
8,3,2047,3,393640
8,3,2048,3,378500
8,3,2049,3,363360
8,3,2050,3,348220
8,4,2023,3,786000
8,4,2024,3,770280
8,4,2025,3,754560
8,4,2026,3,738840
8,4,2027,3,723120
8,4,2028,3,707400
8,4,2029,3,691680
8,4,2030,3,675960
8,4,2031,3,660240
8,4,2032,3,644520
8,4,2033,3,628800
8,4,2034,3,613080
8,4,2035,3,597360
8,4,2036,3,581640
8,4,2037,3,565920
8,4,2038,3,550200
8,4,2039,3,534480
8,4,2040,3,518760
8,4,2041,3,503040
8,4,2042,3,487320
8,4,2043,3,471600
8,4,2044,3,455880
8,4,2045,3,440160
8,4,2046,3,424440
8,4,2047,3,408720
8,4,2048,3,393000
8,4,2049,3,377280
8,4,2050,3,361560
8,6,2023,1,7477000
8,6,2024,1,7327460
8,6,2025,1,7177920
8,6,2026,1,7028380
8,6,2027,1,6878840
8,6,2028,1,6729300
8,6,2029,1,6579760
8,6,2030,1,6430220
8,6,2031,1,6280680
8,6,2032,1,6131140
8,6,2033,1,5981600
8,6,2034,1,5832060
8,6,2035,1,5682520
8,6,2036,1,5532980
8,6,2037,1,5383440
8,6,2038,1,5233900
8,6,2039,1,5084360
8,6,2040,1,4934820
8,6,2041,1,4785280
8,6,2042,1,4635740
8,6,2043,1,4486200
8,6,2044,1,4336660
8,6,2045,1,4187120
8,6,2046,1,4037580
8,6,2047,1,3888040
8,6,2048,1,3738500
8,6,2049,1,3588960
8,6,2050,1,3439420
8,7,2023,1,4379000
8,7,2024,1,4291420
8,7,2025,1,4203840
8,7,2026,1,4116260
8,7,2027,1,4028680
8,7,2028,1,3941100
8,7,2029,1,3853520
8,7,2030,1,3765940
8,7,2031,1,3678360
8,7,2032,1,3590780
8,7,2033,1,3503200
8,7,2034,1,3415620
8,7,2035,1,3328040
8,7,2036,1,3240460
8,7,2037,1,3152880
8,7,2038,1,3065300
8,7,2039,1,2977720
8,7,2040,1,2890140
8,7,2041,1,2802560
8,7,2042,1,2714980
8,7,2043,1,2627400
8,7,2044,1,2539820
8,7,2045,1,2452240
8,7,2046,1,2364660
8,7,2047,1,2277080
8,7,2048,1,2189500
8,7,2049,1,2101920
8,7,2050,1,2014340
8,8,2023,1,2950000
8,8,2024,1,2891000
8,8,2025,1,2832000
8,8,2026,1,2773000
8,8,2027,1,2714000
8,8,2028,1,2655000
8,8,2029,1,2596000
8,8,2030,1,2537000
8,8,2031,1,2478000
8,8,2032,1,2419000
8,8,2033,1,2360000
8,8,2034,1,2301000
8,8,2035,1,2242000
8,8,2036,1,2183000
8,8,2037,1,2124000
8,8,2038,1,2065000
8,8,2039,1,2006000
8,8,2040,1,1947000
8,8,2041,1,1888000
8,8,2042,1,1829000
8,8,2043,1,1770000
8,8,2044,1,1711000
8,8,2045,1,1652000
8,8,2046,1,1593000
8,8,2047,1,1534000
8,8,2048,1,1475000
8,8,2049,1,1416000
8,8,2050,1,1357000
8,14,2023,1,1344000
8,14,2024,1,1317120
8,14,2025,1,1290240
8,14,2026,1,1263360
8,14,2027,1,1236480
8,14,2028,1,1209600
8,14,2029,1,1182720
8,14,2030,1,1155840
8,14,2031,1,1128960
8,14,2032,1,1102080
8,14,2033,1,1075200
8,14,2034,1,1048320
8,14,2035,1,1021440
8,14,2036,1,994560
8,14,2037,1,967680
8,14,2038,1,940800
8,14,2039,1,913920
8,14,2040,1,887040
8,14,2041,1,860160
8,14,2042,1,833280
8,14,2043,1,806400
8,14,2044,1,779520
8,14,2045,1,752640
8,14,2046,1,725760
8,14,2047,1,698880
8,14,2048,1,672000
8,14,2049,1,645120
8,14,2050,1,618240
8,15,2023,1,1361000
8,15,2024,1,1333780
8,15,2025,1,1306560
8,15,2026,1,1279340
8,15,2027,1,1252120
8,15,2028,1,1224900
8,15,2029,1,1197680
8,15,2030,1,1170460
8,15,2031,1,1143240
8,15,2032,1,1116020
8,15,2033,1,1088800
8,15,2034,1,1061580
8,15,2035,1,1034360
8,15,2036,1,1007140
8,15,2037,1,979920
8,15,2038,1,952700
8,15,2039,1,925480
8,15,2040,1,898260
8,15,2041,1,871040
8,15,2042,1,843820
8,15,2043,1,816600
8,15,2044,1,789380
8,15,2045,1,762160
8,15,2046,1,734940
8,15,2047,1,707720
8,15,2048,1,680500
8,15,2049,1,653280
8,15,2050,1,626060
9,1,2023,3,3716000
9,1,2024,3,3641680
9,1,2025,3,3567360
9,1,2026,3,3493040
9,1,2027,3,3418720
9,1,2028,3,3344400
9,1,2029,3,3270080
9,1,2030,3,3195760
9,1,2031,3,3121440
9,1,2032,3,3047120
9,1,2033,3,2972800
9,1,2034,3,2898480
9,1,2035,3,2824160
9,1,2036,3,2749840
9,1,2037,3,2675520
9,1,2038,3,2601200
9,1,2039,3,2526880
9,1,2040,3,2452560
9,1,2041,3,2378240
9,1,2042,3,2303920
9,1,2043,3,2229600
9,1,2044,3,2155280
9,1,2045,3,2080960
9,1,2046,3,2006640
9,1,2047,3,1932320
9,1,2048,3,1858000
9,1,2049,3,1783680
9,1,2050,3,1709360
9,3,2023,3,757000
9,3,2024,3,741860
9,3,2025,3,726720
9,3,2026,3,711580
9,3,2027,3,696440
9,3,2028,3,681300
9,3,2029,3,666160
9,3,2030,3,651020
9,3,2031,3,635880
9,3,2032,3,620740
9,3,2033,3,605600
9,3,2034,3,590460
9,3,2035,3,575320
9,3,2036,3,560180
9,3,2037,3,545040
9,3,2038,3,529900
9,3,2039,3,514760
9,3,2040,3,499620
9,3,2041,3,484480
9,3,2042,3,469340
9,3,2043,3,454200
9,3,2044,3,439060
9,3,2045,3,423920
9,3,2046,3,408780
9,3,2047,3,393640
9,3,2048,3,378500
9,3,2049,3,363360
9,3,2050,3,348220
9,4,2023,3,786000
9,4,2024,3,770280
9,4,2025,3,754560
9,4,2026,3,738840
9,4,2027,3,723120
9,4,2028,3,707400
9,4,2029,3,691680
9,4,2030,3,675960
9,4,2031,3,660240
9,4,2032,3,644520
9,4,2033,3,628800
9,4,2034,3,613080
9,4,2035,3,597360
9,4,2036,3,581640
9,4,2037,3,565920
9,4,2038,3,550200
9,4,2039,3,534480
9,4,2040,3,518760
9,4,2041,3,503040
9,4,2042,3,487320
9,4,2043,3,471600
9,4,2044,3,455880
9,4,2045,3,440160
9,4,2046,3,424440
9,4,2047,3,408720
9,4,2048,3,393000
9,4,2049,3,377280
9,4,2050,3,361560
9,6,2023,1,7477000
9,6,2024,1,7327460
9,6,2025,1,7177920
9,6,2026,1,7028380
9,6,2027,1,6878840
9,6,2028,1,6729300
9,6,2029,1,6579760
9,6,2030,1,6430220
9,6,2031,1,6280680
9,6,2032,1,6131140
9,6,2033,1,5981600
9,6,2034,1,5832060
9,6,2035,1,5682520
9,6,2036,1,5532980
9,6,2037,1,5383440
9,6,2038,1,5233900
9,6,2039,1,5084360
9,6,2040,1,4934820
9,6,2041,1,4785280
9,6,2042,1,4635740
9,6,2043,1,4486200
9,6,2044,1,4336660
9,6,2045,1,4187120
9,6,2046,1,4037580
9,6,2047,1,3888040
9,6,2048,1,3738500
9,6,2049,1,3588960
9,6,2050,1,3439420
9,7,2023,1,4379000
9,7,2024,1,4291420
9,7,2025,1,4203840
9,7,2026,1,4116260
9,7,2027,1,4028680
9,7,2028,1,3941100
9,7,2029,1,3853520
9,7,2030,1,3765940
9,7,2031,1,3678360
9,7,2032,1,3590780
9,7,2033,1,3503200
9,7,2034,1,3415620
9,7,2035,1,3328040
9,7,2036,1,3240460
9,7,2037,1,3152880
9,7,2038,1,3065300
9,7,2039,1,2977720
9,7,2040,1,2890140
9,7,2041,1,2802560
9,7,2042,1,2714980
9,7,2043,1,2627400
9,7,2044,1,2539820
9,7,2045,1,2452240
9,7,2046,1,2364660
9,7,2047,1,2277080
9,7,2048,1,2189500
9,7,2049,1,2101920
9,7,2050,1,2014340
9,8,2023,1,2950000
9,8,2024,1,2891000
9,8,2025,1,2832000
9,8,2026,1,2773000
9,8,2027,1,2714000
9,8,2028,1,2655000
9,8,2029,1,2596000
9,8,2030,1,2537000
9,8,2031,1,2478000
9,8,2032,1,2419000
9,8,2033,1,2360000
9,8,2034,1,2301000
9,8,2035,1,2242000
9,8,2036,1,2183000
9,8,2037,1,2124000
9,8,2038,1,2065000
9,8,2039,1,2006000
9,8,2040,1,1947000
9,8,2041,1,1888000
9,8,2042,1,1829000
9,8,2043,1,1770000
9,8,2044,1,1711000
9,8,2045,1,1652000
9,8,2046,1,1593000
9,8,2047,1,1534000
9,8,2048,1,1475000
9,8,2049,1,1416000
9,8,2050,1,1357000
9,14,2023,1,1344000
9,14,2024,1,1317120
9,14,2025,1,1290240
9,14,2026,1,1263360
9,14,2027,1,1236480
9,14,2028,1,1209600
9,14,2029,1,1182720
9,14,2030,1,1155840
9,14,2031,1,1128960
9,14,2032,1,1102080
9,14,2033,1,1075200
9,14,2034,1,1048320
9,14,2035,1,1021440
9,14,2036,1,994560
9,14,2037,1,967680
9,14,2038,1,940800
9,14,2039,1,913920
9,14,2040,1,887040
9,14,2041,1,860160
9,14,2042,1,833280
9,14,2043,1,806400
9,14,2044,1,779520
9,14,2045,1,752640
9,14,2046,1,725760
9,14,2047,1,698880
9,14,2048,1,672000
9,14,2049,1,645120
9,14,2050,1,618240
9,15,2023,1,1361000
9,15,2024,1,1333780
9,15,2025,1,1306560
9,15,2026,1,1279340
9,15,2027,1,1252120
9,15,2028,1,1224900
9,15,2029,1,1197680
9,15,2030,1,1170460
9,15,2031,1,1143240
9,15,2032,1,1116020
9,15,2033,1,1088800
9,15,2034,1,1061580
9,15,2035,1,1034360
9,15,2036,1,1007140
9,15,2037,1,979920
9,15,2038,1,952700
9,15,2039,1,925480
9,15,2040,1,898260
9,15,2041,1,871040
9,15,2042,1,843820
9,15,2043,1,816600
9,15,2044,1,789380
9,15,2045,1,762160
9,15,2046,1,734940
9,15,2047,1,707720
9,15,2048,1,680500
9,15,2049,1,653280
9,15,2050,1,626060
10,1,2023,3,3716000
10,1,2024,3,3641680
10,1,2025,3,3567360
10,1,2026,3,3493040
10,1,2027,3,3418720
10,1,2028,3,3344400
10,1,2029,3,3270080
10,1,2030,3,3195760
10,1,2031,3,3121440
10,1,2032,3,3047120
10,1,2033,3,2972800
10,1,2034,3,2898480
10,1,2035,3,2824160
10,1,2036,3,2749840
10,1,2037,3,2675520
10,1,2038,3,2601200
10,1,2039,3,2526880
10,1,2040,3,2452560
10,1,2041,3,2378240
10,1,2042,3,2303920
10,1,2043,3,2229600
10,1,2044,3,2155280
10,1,2045,3,2080960
10,1,2046,3,2006640
10,1,2047,3,1932320
10,1,2048,3,1858000
10,1,2049,3,1783680
10,1,2050,3,1709360
10,3,2023,3,757000
10,3,2024,3,741860
10,3,2025,3,726720
10,3,2026,3,711580
10,3,2027,3,696440
10,3,2028,3,681300
10,3,2029,3,666160
10,3,2030,3,651020
10,3,2031,3,635880
10,3,2032,3,620740
10,3,2033,3,605600
10,3,2034,3,590460
10,3,2035,3,575320
10,3,2036,3,560180
10,3,2037,3,545040
10,3,2038,3,529900
10,3,2039,3,514760
10,3,2040,3,499620
10,3,2041,3,484480
10,3,2042,3,469340
10,3,2043,3,454200
10,3,2044,3,439060
10,3,2045,3,423920
10,3,2046,3,408780
10,3,2047,3,393640
10,3,2048,3,378500
10,3,2049,3,363360
10,3,2050,3,348220
10,4,2023,3,786000
10,4,2024,3,770280
10,4,2025,3,754560
10,4,2026,3,738840
10,4,2027,3,723120
10,4,2028,3,707400
10,4,2029,3,691680
10,4,2030,3,675960
10,4,2031,3,660240
10,4,2032,3,644520
10,4,2033,3,628800
10,4,2034,3,613080
10,4,2035,3,597360
10,4,2036,3,581640
10,4,2037,3,565920
10,4,2038,3,550200
10,4,2039,3,534480
10,4,2040,3,518760
10,4,2041,3,503040
10,4,2042,3,487320
10,4,2043,3,471600
10,4,2044,3,455880
10,4,2045,3,440160
10,4,2046,3,424440
10,4,2047,3,408720
10,4,2048,3,393000
10,4,2049,3,377280
10,4,2050,3,361560
10,6,2023,1,7477000
10,6,2024,1,7327460
10,6,2025,1,7177920
10,6,2026,1,7028380
10,6,2027,1,6878840
10,6,2028,1,6729300
10,6,2029,1,6579760
10,6,2030,1,6430220
10,6,2031,1,6280680
10,6,2032,1,6131140
10,6,2033,1,5981600
10,6,2034,1,5832060
10,6,2035,1,5682520
10,6,2036,1,5532980
10,6,2037,1,5383440
10,6,2038,1,5233900
10,6,2039,1,5084360
10,6,2040,1,4934820
10,6,2041,1,4785280
10,6,2042,1,4635740
10,6,2043,1,4486200
10,6,2044,1,4336660
10,6,2045,1,4187120
10,6,2046,1,4037580
10,6,2047,1,3888040
10,6,2048,1,3738500
10,6,2049,1,3588960
10,6,2050,1,3439420
10,7,2023,1,4379000
10,7,2024,1,4291420
10,7,2025,1,4203840
10,7,2026,1,4116260
10,7,2027,1,4028680
10,7,2028,1,3941100
10,7,2029,1,3853520
10,7,2030,1,3765940
10,7,2031,1,3678360
10,7,2032,1,3590780
10,7,2033,1,3503200
10,7,2034,1,3415620
10,7,2035,1,3328040
10,7,2036,1,3240460
10,7,2037,1,3152880
10,7,2038,1,3065300
10,7,2039,1,2977720
10,7,2040,1,2890140
10,7,2041,1,2802560
10,7,2042,1,2714980
10,7,2043,1,2627400
10,7,2044,1,2539820
10,7,2045,1,2452240
10,7,2046,1,2364660
10,7,2047,1,2277080
10,7,2048,1,2189500
10,7,2049,1,2101920
10,7,2050,1,2014340
10,8,2023,1,2950000
10,8,2024,1,2891000
10,8,2025,1,2832000
10,8,2026,1,2773000
10,8,2027,1,2714000
10,8,2028,1,2655000
10,8,2029,1,2596000
10,8,2030,1,2537000
10,8,2031,1,2478000
10,8,2032,1,2419000
10,8,2033,1,2360000
10,8,2034,1,2301000
10,8,2035,1,2242000
10,8,2036,1,2183000
10,8,2037,1,2124000
10,8,2038,1,2065000
10,8,2039,1,2006000
10,8,2040,1,1947000
10,8,2041,1,1888000
10,8,2042,1,1829000
10,8,2043,1,1770000
10,8,2044,1,1711000
10,8,2045,1,1652000
10,8,2046,1,1593000
10,8,2047,1,1534000
10,8,2048,1,1475000
10,8,2049,1,1416000
10,8,2050,1,1357000
10,14,2023,1,1344000
10,14,2024,1,1317120
10,14,2025,1,1290240
10,14,2026,1,1263360
10,14,2027,1,1236480
10,14,2028,1,1209600
10,14,2029,1,1182720
10,14,2030,1,1155840
10,14,2031,1,1128960
10,14,2032,1,1102080
10,14,2033,1,1075200
10,14,2034,1,1048320
10,14,2035,1,1021440
10,14,2036,1,994560
10,14,2037,1,967680
10,14,2038,1,940800
10,14,2039,1,913920
10,14,2040,1,887040
10,14,2041,1,860160
10,14,2042,1,833280
10,14,2043,1,806400
10,14,2044,1,779520
10,14,2045,1,752640
10,14,2046,1,725760
10,14,2047,1,698880
10,14,2048,1,672000
10,14,2049,1,645120
