plant_name,plant_id,unit_id,generator_id,unique_id,state,region,technology,heat_rate_mmbtu_per_mwh,capacity_mw,region_id,co2_short_ton_per_mwh
Barry,3,,1,3--1,AL,SERC,GasSteam,15.17,153.1,SOCO_SYS,0.8872715857
Barry,3,2,2,3-2-2,AL,SERC,GasSteam,15.41,153.1,SOCO_SYS,0.9013088421
Barry,3,4,4,3-4-4,AL,SERC,GasSteam,9.33,403.8,SOCO_SYS,0.545698345
Barry,3,5,5,3-5-5,AL,SERC,Coal,14.02,788.8,SOCO_SYS,1.441585145
Barry,3,6A,A1CT,3-6A-A1CT,AL,SERC,GasCombinedCycle,8.29,170.1,SOCO_SYS,0.4848702337
Barry,3,6A,A1ST,3-6A-A1ST,AL,SERC,GasCombinedCycle,8.29,191.8,SOCO_SYS,0.4848702337
Barry,3,6B,A1CT2,3-6B-A1CT2,AL,SERC,GasCombinedCycle,8.29,170.1,SOCO_SYS,0.4848702337
Barry,3,6B,A1ST,3-6B-A1ST,AL,SERC,GasCombinedCycle,8.29,191.8,SOCO_SYS,0.4848702337
Barry,3,7A,A2C1,3-7A-A2C1,AL,SERC,GasCombinedCycle,8.29,170.1,SOCO_SYS,0.4848702337
Barry,3,7A,A2ST,3-7A-A2ST,AL,SERC,GasCombinedCycle,8.29,191.8,SOCO_SYS,0.4848702337
Barry,3,7B,A2ST,3-7B-A2ST,AL,SERC,GasCombinedCycle,8.29,191.8,SOCO_SYS,0.4848702337
Barry,3,7B,A2C2,3-7B-A2C2,AL,SERC,GasCombinedCycle,8.29,170.1,SOCO_SYS,0.4848702337
Barry,3,8,A3C1,3-8-A3C1,AL,SERC,GasCombinedCycle,6.26,457.0,SOCO_SYS,0.3661384394
Barry,3,8,A3ST,3-8-A3ST,AL,SERC,GasCombinedCycle,6.26,305.1,SOCO_SYS,0.3661384394
CopperStation,9,CTG-1,1,9-CTG-1-1,TX,MISO,GasTurbine,12.57,70.0,OTHER,0.7352013073
GreeneCounty,10,1,1,10-1-1,AL,SERC,GasSteam,11.32,299.2,SOCO_SYS,0.6620905966
GreeneCounty,10,2,2,10-2-2,AL,SERC,GasSteam,12.38,269.3,SOCO_SYS,0.7240884793
GreeneCounty,10,CT10,GT10,10-CT10-GT10,AL,SERC,GasTurbine,16.18,80.0,SOCO_SYS,0.9463450399
GreeneCounty,10,CT2,GT2,10-CT2-GT2,AL,SERC,GasTurbine,17.19,80.0,SOCO_SYS,1.005418494
GreeneCounty,10,CT3,GT3,10-CT3-GT3,AL,SERC,GasTurbine,16.34,80.0,SOCO_SYS,0.9557032109
GreeneCounty,10,CT4,GT4,10-CT4-GT4,AL,SERC,GasTurbine,16.18,80.0,SOCO_SYS,0.9463450399
GreeneCounty,10,CT5,GT5,10-CT5-GT5,AL,SERC,GasTurbine,16.18,80.0,SOCO_SYS,0.9463450399
GreeneCounty,10,CT6,GT6,10-CT6-GT6,AL,SERC,GasTurbine,16.36,80.0,SOCO_SYS,0.9568729823
GreeneCounty,10,CT7,GT7,10-CT7-GT7,AL,SERC,GasTurbine,16.18,80.0,SOCO_SYS,0.9463450399
GreeneCounty,10,CT8,GT8,10-CT8-GT8,AL,SERC,GasTurbine,20.69,80.0,SOCO_SYS,1.210128484
GreeneCounty,10,CT9,GT9,10-CT9-GT9,AL,SERC,GasTurbine,16.68,80.0,SOCO_SYS,0.9755893242
ECGaston,26,1,1,26-1-1,AL,SERC,GasSteam,20.08,272.0,SOCO_SYS,1.174450457
ECGaston,26,2,2,26-2-2,AL,SERC,GasSteam,19.57,272.0,SOCO_SYS,1.144621288
ECGaston,26,3,3,26-3-3,AL,SERC,GasSteam,18.67,272.0,SOCO_SYS,1.091981576
ECGaston,26,4,ST4,26-4-ST4,AL,SERC,GasSteam,14.85,244.8,SOCO_SYS,0.8685552437
ECGaston,26,5,5,26-5-5,AL,SERC,Coal,16.89,952.0,SOCO_SYS,1.736688523
Colbert,47,CCT1,GT1,47-CCT1-GT1,AL,SERC,GasTurbine,12.77,59.5,TVA_SYS,0.746899021
Colbert,47,CCT10,CCT10,47-CCT10-CCT10,AL,SERC,GasTurbine,11.19,210.0,TVA_SYS,0.6544870826
Colbert,47,CCT11,CCT11,47-CCT11-CCT11,AL,SERC,GasTurbine,11.19,210.0,TVA_SYS,0.6544870826
Colbert,47,CCT2,GT2,47-CCT2-GT2,AL,SERC,GasTurbine,12.77,59.5,TVA_SYS,0.746899021
Colbert,47,CCT3,GT3,47-CCT3-GT3,AL,SERC,GasTurbine,12.77,59.5,TVA_SYS,0.746899021
Colbert,47,CCT4,GT4,47-CCT4-GT4,AL,SERC,GasTurbine,12.77,59.5,TVA_SYS,0.746899021
Colbert,47,CCT5,GT5,47-CCT5-GT5,AL,SERC,GasTurbine,12.77,59.5,TVA_SYS,0.746899021
Colbert,47,CCT6,GT6,47-CCT6-GT6,AL,SERC,GasTurbine,12.77,59.5,TVA_SYS,0.746899021
Colbert,47,CCT7,GT7,47-CCT7-GT7,AL,SERC,GasTurbine,12.77,59.5,TVA_SYS,0.746899021
Colbert,47,CCT8,GT8,47-CCT8-GT8,AL,SERC,GasTurbine,12.77,59.5,TVA_SYS,0.746899021
Colbert,47,CCT9,CCT9,47-CCT9-CCT9,AL,SERC,GasTurbine,11.43,210.0,TVA_SYS,0.6685243391
SmithGeneratingFacility,54,SCT1,GT1,54-SCT1-GT1,KY,PJM,GasTurbine,12.0,150.0,PJM_AEP,0.7018628232
SmithGeneratingFacility,54,SCT10,GT10,54-SCT10-GT10,KY,PJM,GasTurbine,10.13,98.0,PJM_AEP,0.5924891999
SmithGeneratingFacility,54,SCT2,GT2,54-SCT2-GT2,KY,PJM,GasTurbine,12.0,150.0,PJM_AEP,0.7018628232
SmithGeneratingFacility,54,SCT3,GT3,54-SCT3-GT3,KY,PJM,GasTurbine,12.0,150.0,PJM_AEP,0.7018628232
SmithGeneratingFacility,54,SCT4,GT4,54-SCT4-GT4,KY,PJM,GasTurbine,12.04,108.0,PJM_AEP,0.7042023659
SmithGeneratingFacility,54,SCT5,GT5,54-SCT5-GT5,KY,PJM,GasTurbine,12.04,108.0,PJM_AEP,0.7042023659
SmithGeneratingFacility,54,SCT6,GT6,54-SCT6-GT6,KY,PJM,GasTurbine,13.27,98.0,PJM_AEP,0.7761433053
SmithGeneratingFacility,54,SCT7,GT7,54-SCT7-GT7,KY,PJM,GasTurbine,13.27,98.0,PJM_AEP,0.7761433053
SmithGeneratingFacility,54,SCT9,GT9,54-SCT9-GT9,KY,PJM,GasTurbine,10.13,98.0,PJM_AEP,0.5924891999
CharlesRLowman,56,CC1,LEC1,56-CC1-LEC1,AL,SERC,GasCombinedCycle,6.19,454.5,SOCO_SYS,0.3620442396
CharlesRLowman,56,CC1,LEC2,56-CC1-LEC2,AL,SERC,GasCombinedCycle,6.19,272.2,SOCO_SYS,0.3620442396
Platte,59,1,1,59-1-1,NE,MISO,Coal,13.66,109.8,OTHER,1.404568693
GeraldWhelanEnergyCenter,60,1,1,60-1-1,NE,MISO,Coal,10.84,77.0,OTHER,1.114606489
GeraldWhelanEnergyCenter,60,2,2,60-2-2,NE,MISO,Coal,10.05,220.0,OTHER,1.033375942
Holcomb,108,SGU1,1,108-SGU1-1,KS,MISO,Coal,11.16,387.0,OTHER,1.147510001
Cholla,113,1,1,113-1-1,AZ,OTHER,Coal,13.35,113.6,OTHER,1.372693415
Cholla,113,3,3,113-3-3,AZ,OTHER,Coal,20.56,288.9,OTHER,2.114050683
OcotilloPowerPlant,116,GT3,GT3,116-GT3-GT3,AZ,OTHER,GasTurbine,9.8,102.0,OTHER,0.5731879723
OcotilloPowerPlant,116,GT4,GT4,116-GT4-GT4,AZ,OTHER,GasTurbine,9.8,102.0,OTHER,0.5731879723
OcotilloPowerPlant,116,GT5,GT5,116-GT5-GT5,AZ,OTHER,GasTurbine,9.8,102.0,OTHER,0.5731879723
OcotilloPowerPlant,116,GT6,GT6,116-GT6-GT6,AZ,OTHER,GasTurbine,9.8,102.0,OTHER,0.5731879723
OcotilloPowerPlant,116,GT7,GT7,116-GT7-GT7,AZ,OTHER,GasTurbine,9.8,102.0,OTHER,0.5731879723
APSWestPhoenixPowerPlant,117,CC4,C4-1,117-CC4-C4-1,AZ,OTHER,GasCombinedCycle,8.78,91.0,OTHER,0.5135296323
APSWestPhoenixPowerPlant,117,CC4,C4-2,117-CC4-C4-2,AZ,OTHER,GasCombinedCycle,8.78,44.6,OTHER,0.5135296323
APSWestPhoenixPowerPlant,117,CC5A,C5-3,117-CC5A-C5-3,AZ,OTHER,GasCombinedCycle,6.05,201.0,OTHER,0.35385584
APSWestPhoenixPowerPlant,117,CC5A,C5-1,117-CC5A-C5-1,AZ,OTHER,GasCombinedCycle,6.05,184.0,OTHER,0.35385584
APSWestPhoenixPowerPlant,117,CC5B,C5-3,117-CC5B-C5-3,AZ,OTHER,GasCombinedCycle,6.05,201.0,OTHER,0.35385584
APSWestPhoenixPowerPlant,117,CC5B,C5-2,117-CC5B-C5-2,AZ,OTHER,GasCombinedCycle,6.05,184.0,OTHER,0.35385584
APSSaguaroPowerPlant,118,CT3,GE1,118-CT3-GE1,AZ,OTHER,GasTurbine,10.44,91.0,OTHER,0.6106206562
YuccaPowerPlant,120,1,ST1,120-1-ST1,AZ,OTHER,GasSteam,10.15,86.7,OTHER,0.5936589713
YuccaPowerPlant,120,CT5,GT5,120-CT5-GT5,AZ,OTHER,GasTurbine,8.62,60.5,OTHER,0.5041714613
YuccaPowerPlant,120,CT6,GT6,120-CT6-GT6,AZ,OTHER,GasTurbine,8.62,60.5,OTHER,0.5041714613
DeMossPetrieGeneratingStation,124,GT1,GT2,124-GT1-GT2,AZ,OTHER,GasTurbine,13.41,85.0,OTHER,0.7843317049
IrvingtonGeneratingStation,126,3,ST3,126-3-ST3,AZ,OTHER,GasSteam,10.65,113.6,OTHER,0.6229032556
IrvingtonGeneratingStation,126,4,4,126-4-4,AZ,OTHER,GasSteam,10.1,173.3,OTHER,0.5907345429
Cross,130,1,1,130-1-1,SC,SERC,Coal,11.42,590.9,SANTEE_COOPER_SYS,1.174244105
Cross,130,2,2,130-2-2,SC,SERC,Coal,11.94,556.2,SANTEE_COOPER_SYS,1.227712313
Cross,130,3,3,130-3-3,SC,SERC,Coal,11.89,580.0,SANTEE_COOPER_SYS,1.222571139
Cross,130,4,4,130-4-4,SC,SERC,Coal,12.28,580.0,SANTEE_COOPER_SYS,1.262672295
Seminole(136),136,2,2,136-2-2,FL,FRCC,Coal,10.04,714.6,FRCC_SYS,1.032347707
Seminole(136),136,CT1,CT1,136-CT1-CT1,FL,FRCC,GasCombinedCycle,4.71,384.2,FRCC_SYS,0.2754811581
Seminole(136),136,CT1,ST,136-CT1-ST,FL,FRCC,GasCombinedCycle,4.71,414.8,FRCC_SYS,0.2754811581
Seminole(136),136,CT2,ST,136-CT2-ST,FL,FRCC,GasCombinedCycle,4.74,414.8,FRCC_SYS,0.2772358152
Seminole(136),136,CT2,CT2,136-CT2-CT2,FL,FRCC,GasCombinedCycle,4.74,384.2,FRCC_SYS,0.2772358152
AguaFriaGeneratingStation,141,1,AF1,141-1-AF1,AZ,OTHER,GasSteam,17.61,113.6,OTHER,1.029983693
AguaFriaGeneratingStation,141,2,AF2,141-2-AF2,AZ,OTHER,GasSteam,17.61,113.6,OTHER,1.029983693
AguaFriaGeneratingStation,141,3,AF3,141-3-AF3,AZ,OTHER,GasSteam,14.4,163.2,OTHER,0.8422353878
AguaFriaGeneratingStation,141,7,AF7,141-7-AF7,AZ,OTHER,GasTurbine,8.87,49.5,OTHER,0.5187936035
AguaFriaGeneratingStation,141,8,AF8,141-8-AF8,AZ,OTHER,GasTurbine,8.87,49.5,OTHER,0.5187936035
KyreneGeneratingStation,147,K-7,KY7,147-K-7-KY7,AZ,OTHER,GasCombinedCycle,7.91,170.0,OTHER,0.4626445776
KyreneGeneratingStation,147,K-7,KY7A,147-K-7-KY7A,AZ,OTHER,GasCombinedCycle,7.91,122.0,OTHER,0.4626445776
ApacheStation,160,1,ST1,160-1-ST1,AZ,OTHER,GasSteam,10.81,85.05,OTHER,0.6322614266
ApacheStation,160,2,ST2,160-2-ST2,AZ,OTHER,GasSteam,9.76,194.7,OTHER,0.5708484295
ApacheStation,160,3,ST3,160-3-ST3,AZ,OTHER,Coal,9.76,194.7,OTHER,1.003557134
ApacheStation,160,4,GT4,160-4-GT4,AZ,OTHER,GasTurbine,6.83,60.5,OTHER,0.3994769235
ApacheStation,160,5,GT5,160-5-GT5,AZ,OTHER,Other,,44.0,OTHER,
ApacheStation,160,6,GT6,160-6-GT6,AZ,OTHER,Other,,44.0,OTHER,
GrandRiverDamAuthority,165,1,1,165-1-1,OK,SPP,Coal,12.45,490.0,SPP_OK,1.280152286
GrandRiverDamAuthority,165,2,2,165-2-2,OK,SPP,Coal,12.31,520.0,SPP_OK,1.265756999
GrandRiverDamAuthority,165,3,3CT,165-3-3CT,OK,SPP,GasCombinedCycle,6.37,365.5,SPP_OK,0.372572182
GrandRiverDamAuthority,165,3,3ST,165-3-3ST,OK,SPP,GasCombinedCycle,6.37,204.0,SPP_OK,0.372572182
LakeCatherine,170,4,4,170-4-4,AR,MISO,GasSteam,13.77,552.5,MISO_LRZ8,0.8053875896
ThomasFitzhugh,201,2,1,201-2-1,AR,MISO,GasCombinedCycle,10.61,59.0,MISO_LRZ8,0.6205637128
ThomasFitzhugh,201,2,2,201-2-2,AR,MISO,GasCombinedCycle,10.61,106.0,MISO_LRZ8,0.6205637128
CarlBailey,202,1,1,202-1-1,AR,MISO,GasSteam,11.97,120.0,MISO_LRZ8,0.7001081661
McClellan,203,1,1,203-1-1,AR,MISO,GasSteam,10.56,136.0,MISO_LRZ8,0.6176392844
MossLandingPowerPlant,260,1A,ST1,260-1A-ST1,CA,OTHER,GasCombinedCycle,4.05,233.0,OTHER,0.2368787028
MossLandingPowerPlant,260,1A,CT1A,260-1A-CT1A,CA,OTHER,GasCombinedCycle,4.05,275.0,OTHER,0.2368787028
MossLandingPowerPlant,260,2A,ST1,260-2A-ST1,CA,OTHER,GasCombinedCycle,4.05,233.0,OTHER,0.2368787028
MossLandingPowerPlant,260,2A,CT1B,260-2A-CT1B,CA,OTHER,GasCombinedCycle,4.05,275.0,OTHER,0.2368787028
MossLandingPowerPlant,260,3A,ST2,260-3A-ST2,CA,OTHER,GasCombinedCycle,4.05,233.0,OTHER,0.2368787028
MossLandingPowerPlant,260,3A,CT2A,260-3A-CT2A,CA,OTHER,GasCombinedCycle,4.05,275.0,OTHER,0.2368787028
MossLandingPowerPlant,260,4A,ST2,260-4A-ST2,CA,OTHER,GasCombinedCycle,4.05,233.0,OTHER,0.2368787028
MossLandingPowerPlant,260,4A,CT2B,260-4A-CT2B,CA,OTHER,GasCombinedCycle,4.05,275.0,OTHER,0.2368787028
Limestone,298,LIM1,1,298-LIM1-1,TX,MISO,Coal,13.66,813.4,OTHER,1.404568693
Limestone,298,LIM2,2,298-LIM2-2,TX,MISO,Coal,13.66,813.4,OTHER,1.404568693
CabrilloPowerIEncinaPowerStation,302,10,CEC10,302-10-CEC10,CA,OTHER,GasTurbine,9.59,105.3,OTHER,0.5609053729
CabrilloPowerIEncinaPowerStation,302,6,CEC6,302-6-CEC6,CA,OTHER,GasTurbine,9.59,105.3,OTHER,0.5609053729
CabrilloPowerIEncinaPowerStation,302,7,CEC7,302-7-CEC7,CA,OTHER,GasTurbine,9.59,105.3,OTHER,0.5609053729
CabrilloPowerIEncinaPowerStation,302,8,CEC8,302-8-CEC8,CA,OTHER,GasTurbine,9.59,105.3,OTHER,0.5609053729
CabrilloPowerIEncinaPowerStation,302,9,CEC9,302-9-CEC9,CA,OTHER,GasTurbine,9.59,105.3,OTHER,0.5609053729
AESAlamitos,315,3,3,315-3-3,CA,OTHER,GasSteam,10.33,333.0,OTHER,0.6041869136
AESAlamitos,315,4,4,315-4-4,CA,OTHER,GasSteam,10.33,333.0,OTHER,0.6041869136
AESAlamitos,315,5,5,315-5-5,CA,OTHER,GasSteam,10.24,495.0,OTHER,0.5989229425
AESAlamitos,315,CT1,1A,315-CT1-1A,CA,OTHER,GasCombinedCycle,4.97,231.4,OTHER,0.2906881859
AESAlamitos,315,CT1,1S,315-CT1-1S,CA,OTHER,GasCombinedCycle,4.97,241.1,OTHER,0.2906881859
AESAlamitos,315,CT2,1B,315-CT2-1B,CA,OTHER,GasCombinedCycle,4.97,231.4,OTHER,0.2906881859
AESAlamitos,315,CT2,1S,315-CT2-1S,CA,OTHER,GasCombinedCycle,4.97,241.1,OTHER,0.2906881859
ElSegundo,330,5,6,330-5-6,CA,OTHER,GasCombinedCycle,9.7,70.0,OTHER,0.5673391154
ElSegundo,330,5,5,330-5-5,CA,OTHER,GasCombinedCycle,9.7,198.0,OTHER,0.5673391154
ElSegundo,330,7,7,330-7-7,CA,OTHER,GasCombinedCycle,8.96,198.0,OTHER,0.5240575747
ElSegundo,330,7,8,330-7-8,CA,OTHER,GasCombinedCycle,8.96,70.0,OTHER,0.5240575747
AESHuntingtonBeach,335,2,2,335-2-2,CA,OTHER,GasSteam,11.03,217.6,OTHER,0.6451289117
AESHuntingtonBeach,335,CT1,1S,335-CT1-1S,CA,OTHER,GasCombinedCycle,5.08,241.1,OTHER,0.2971219285
AESHuntingtonBeach,335,CT1,1A,335-CT1-1A,CA,OTHER,GasCombinedCycle,5.08,231.4,OTHER,0.2971219285
AESHuntingtonBeach,335,CT2,1S,335-CT2-1S,CA,OTHER,GasCombinedCycle,5.08,241.1,OTHER,0.2971219285
AESHuntingtonBeach,335,CT2,1B,335-CT2-1B,CA,OTHER,GasCombinedCycle,5.08,231.4,OTHER,0.2971219285
LongBeachGeneratingStation,341,1,CT1,341-1-CT1,CA,OTHER,GasTurbine,17.86,63.0,OTHER,1.044605835
LongBeachGeneratingStation,341,2,CT2,341-2-CT2,CA,OTHER,GasTurbine,17.46,63.0,OTHER,1.021210408
LongBeachGeneratingStation,341,3,CT3,341-3-CT3,CA,OTHER,GasTurbine,18.03,63.0,OTHER,1.054548892
LongBeachGeneratingStation,341,4,CT4,341-4-CT4,CA,OTHER,GasTurbine,17.46,63.0,OTHER,1.021210408
"OrmondBeachPower,LLC.",350,1,1,350-1-1,CA,OTHER,GasSteam,9.3,806.4,OTHER,0.543943688
"OrmondBeachPower,LLC.",350,2,2,350-2-2,CA,OTHER,GasSteam,9.3,806.4,OTHER,0.543943688
MountainviewGeneratingStation,358,3-1,MV3A,358-45717-MV3A,CA,OTHER,GasCombinedCycle,5.49,175.7,OTHER,0.3211022416
MountainviewGeneratingStation,358,3-1,MV3C,358-45717-MV3C,CA,OTHER,GasCombinedCycle,5.49,209.2,OTHER,0.3211022416
MountainviewGeneratingStation,358,3-2,MV3B,358-45718-MV3B,CA,OTHER,GasCombinedCycle,5.49,175.7,OTHER,0.3211022416
MountainviewGeneratingStation,358,3-2,MV3C,358-45718-MV3C,CA,OTHER,GasCombinedCycle,5.49,209.2,OTHER,0.3211022416
MountainviewGeneratingStation,358,4-1,MV4A,358-45748-MV4A,CA,OTHER,GasCombinedCycle,5.49,175.7,OTHER,0.3211022416
MountainviewGeneratingStation,358,4-1,MV4C,358-45748-MV4C,CA,OTHER,GasCombinedCycle,5.49,209.2,OTHER,0.3211022416
MountainviewGeneratingStation,358,4-2,MV4C,358-45749-MV4C,CA,OTHER,GasCombinedCycle,5.49,209.2,OTHER,0.3211022416
MountainviewGeneratingStation,358,4-2,MV4B,358-45749-MV4B,CA,OTHER,GasCombinedCycle,5.49,175.7,OTHER,0.3211022416
GraysonPowerPlant,377,9,9,377-9-9,CA,OTHER,GasTurbine,9.4,50.0,OTHER,0.5497925448
ElCentro,389,2-2,2A,389-45690-2A,CA,OTHER,GasCombinedCycle,7.64,89.9,OTHER,0.4468526641
ElCentro,389,2-2,2,389-45690-2,CA,OTHER,GasCombinedCycle,7.64,34.5,OTHER,0.4468526641
ElCentro,389,3-1,31,389-45717-31,CA,OTHER,GasCombinedCycle,4.81,43.2,OTHER,0.281330015
ElCentro,389,3-1,30,389-45717-30,CA,OTHER,GasCombinedCycle,4.81,65.9,OTHER,0.281330015
ElCentro,389,3-2,32,389-45718-32,CA,OTHER,GasCombinedCycle,4.81,43.2,OTHER,0.281330015
ElCentro,389,3-2,30,389-45718-30,CA,OTHER,GasCombinedCycle,4.81,65.9,OTHER,0.281330015
ElCentro,389,4,4,389-4-4,CA,OTHER,GasSteam,10.04,81.6,OTHER,0.5872252287
HarborGeneratingStation,399,10,GT10,399-10-GT10,CA,OTHER,GasTurbine,8.26,60.5,OTHER,0.4831155766
HarborGeneratingStation,399,**10A,5,399-**10A-5,CA,OTHER,GasCombinedCycle,6.54,86.3,OTHER,0.3825152386
HarborGeneratingStation,399,**10A,10A,399-**10A-10A,CA,OTHER,GasCombinedCycle,6.54,80.0,OTHER,0.3825152386
HarborGeneratingStation,399,**10B,10B,399-**10B-10B,CA,OTHER,GasCombinedCycle,6.54,80.0,OTHER,0.3825152386
HarborGeneratingStation,399,**10B,5,399-**10B-5,CA,OTHER,GasCombinedCycle,6.54,86.3,OTHER,0.3825152386
HarborGeneratingStation,399,11,GT11,399-11-GT11,CA,OTHER,GasTurbine,13.22,60.5,OTHER,0.7732188769
HarborGeneratingStation,399,12,GT12,399-12-GT12,CA,OTHER,GasTurbine,13.22,60.5,OTHER,0.7732188769
HarborGeneratingStation,399,13,GT13,399-13-GT13,CA,OTHER,GasTurbine,8.26,60.5,OTHER,0.4831155766
HarborGeneratingStation,399,14,GT14,399-14-GT14,CA,OTHER,GasTurbine,9.2,60.5,OTHER,0.5380948311
HaynesGeneratingStation,400,1,1,400-1-1,CA,OTHER,GasSteam,9.48,230.0,OTHER,0.5544716303
HaynesGeneratingStation,400,10,8,400-10-8,CA,OTHER,GasCombinedCycle,4.57,264.3,OTHER,0.2672927585
HaynesGeneratingStation,400,10,10,400-10-10,CA,OTHER,GasCombinedCycle,4.57,182.8,OTHER,0.2672927585
HaynesGeneratingStation,400,11,11,400-11-11,CA,OTHER,GasTurbine,8.38,108.2,OTHER,0.4901342049
HaynesGeneratingStation,400,12,12,400-12-12,CA,OTHER,GasTurbine,8.38,108.2,OTHER,0.4901342049
HaynesGeneratingStation,400,13,13,400-13-13,CA,OTHER,GasTurbine,8.38,108.2,OTHER,0.4901342049
HaynesGeneratingStation,400,14,14,400-14-14,CA,OTHER,GasTurbine,8.38,108.2,OTHER,0.4901342049
HaynesGeneratingStation,400,15,15,400-15-15,CA,OTHER,GasTurbine,8.38,108.2,OTHER,0.4901342049
HaynesGeneratingStation,400,16,16,400-16-16,CA,OTHER,GasTurbine,8.38,108.2,OTHER,0.4901342049
HaynesGeneratingStation,400,2,2,400-2-2,CA,OTHER,GasSteam,9.39,230.0,OTHER,0.5492076592
HaynesGeneratingStation,400,9,8,400-9-8,CA,OTHER,GasCombinedCycle,4.57,264.3,OTHER,0.2672927585
HaynesGeneratingStation,400,9,9,400-9-9,CA,OTHER,GasCombinedCycle,4.57,182.8,OTHER,0.2672927585
ScattergoodGeneratingStation,404,1,1,404-1-1,CA,OTHER,GasSteam,7.48,163.2,OTHER,0.4374944931
ScattergoodGeneratingStation,404,2,2,404-2-2,CA,OTHER,GasSteam,10.72,163.2,OTHER,0.6269974554
ScattergoodGeneratingStation,404,4,4,404-4-4,CA,OTHER,GasCombinedCycle,6.54,209.5,OTHER,0.3825152386
ScattergoodGeneratingStation,404,4,5,404-4-5,CA,OTHER,GasCombinedCycle,6.54,108.8,OTHER,0.3825152386
ScattergoodGeneratingStation,404,6,6,404-6-6,CA,OTHER,GasTurbine,8.77,103.0,OTHER,0.5129447466
ScattergoodGeneratingStation,404,7,7,404-7-7,CA,OTHER,GasTurbine,8.77,103.0,OTHER,0.5129447466
ValleyGeneratingStation,408,5,5,408-5-5,CA,OTHER,GasTurbine,10.21,47.0,OTHER,0.5971682854
ValleyGeneratingStation,408,6,8,408-6-8,CA,OTHER,GasCombinedCycle,3.8,311.0,OTHER,0.2222565607
ValleyGeneratingStation,408,6,6,408-6-6,CA,OTHER,GasCombinedCycle,3.8,215.0,OTHER,0.2222565607
ValleyGeneratingStation,408,7,7,408-7-7,CA,OTHER,GasCombinedCycle,3.8,215.0,OTHER,0.2222565607
ValleyGeneratingStation,408,7,8,408-7-8,CA,OTHER,GasCombinedCycle,3.8,311.0,OTHER,0.2222565607
Glenarm,422,GT3,GT3,422-GT3-GT3,CA,OTHER,GasTurbine,10.06,47.2,OTHER,0.5883950001
Glenarm,422,GT4,GT4,422-GT4-GT4,CA,OTHER,GasTurbine,10.06,47.2,OTHER,0.5883950001
Glenarm,422,GT5,CTG5,422-GT5-CTG5,CA,OTHER,GasCombinedCycle,7.22,59.1,OTHER,0.4222874653
Glenarm,422,GT5,STG5,422-GT5-STG5,CA,OTHER,GasCombinedCycle,7.22,16.78,OTHER,0.4222874653
Cherokee,469,4,4,469-4-4,CO,OTHER,GasSteam,9.07,388.0,OTHER,0.5304913172
Cherokee,469,5,7,469-5-7,CO,OTHER,GasCombinedCycle,5.65,250.0,OTHER,0.3304604126
Cherokee,469,5,5,469-5-5,CO,OTHER,GasCombinedCycle,5.65,175.0,OTHER,0.3304604126
Cherokee,469,6,6,469-6-6,CO,OTHER,GasCombinedCycle,5.65,175.0,OTHER,0.3304604126
Cherokee,469,6,7,469-6-7,CO,OTHER,GasCombinedCycle,5.65,250.0,OTHER,0.3304604126
Comanche(470),470,2,2,470-2-2,CO,OTHER,Coal,11.76,370.0,OTHER,1.209204087
Comanche(470),470,3,3,470-3-3,CO,OTHER,Coal,12.07,750.0,OTHER,1.241079365
MartinDrake,492,A1,A1,492-A1-A1,CO,OTHER,GasTurbine,7.35,40.63,OTHER,0.4298909792
MartinDrake,492,A2,A2,492-A2-A2,CO,OTHER,GasTurbine,7.35,40.63,OTHER,0.4298909792
MartinDrake,492,A3,A3,492-A3-A3,CO,OTHER,GasTurbine,7.35,40.63,OTHER,0.4298909792
MartinDrake,492,A4,A4,492-A4-A4,CO,OTHER,GasTurbine,7.35,40.63,OTHER,0.4298909792
MartinDrake,492,A5,A5,492-A5-A5,CO,OTHER,GasTurbine,7.35,40.63,OTHER,0.4298909792
MartinDrake,492,A6,A6,492-A6-A6,CO,OTHER,GasTurbine,7.35,40.63,OTHER,0.4298909792
Hayden,525,H1,1,525-H1-1,CO,OTHER,Coal,14.11,190.0,OTHER,1.450839258
Hayden,525,H2,2,525-H2-2,CO,OTHER,Coal,11.11,275.4,OTHER,1.142368827
McWilliams,533,**4,4,533-**4-4,AL,SERC,GasCombinedCycle,9.45,106.0,SOCO_SYS,0.5527169733
McWilliams,533,**4,1,533-**4-1,AL,SERC,GasCombinedCycle,9.45,7.5,SOCO_SYS,0.5527169733
McWilliams,533,**4,2,533-**4-2,AL,SERC,GasCombinedCycle,9.45,7.5,SOCO_SYS,0.5527169733
McWilliams,533,**4,3,533-**4-3,AL,SERC,GasCombinedCycle,9.45,25.0,SOCO_SYS,0.5527169733
McWilliams,533,**V1,VAN1,533-**V1-VAN1,AL,SERC,GasCombinedCycle,6.12,166.0,SOCO_SYS,0.3579500398
McWilliams,533,**V1,VAN3,533-**V1-VAN3,AL,SERC,GasCombinedCycle,6.12,177.0,SOCO_SYS,0.3579500398
McWilliams,533,**V2,VAN2,533-**V2-VAN2,AL,SERC,GasCombinedCycle,6.12,166.0,SOCO_SYS,0.3579500398
McWilliams,533,**V2,VAN3,533-**V2-VAN3,AL,SERC,GasCombinedCycle,6.12,177.0,SOCO_SYS,0.3579500398
Branford,540,10,UN10,540-10-UN10,CT,ISONE,Oil,11.47,21.8,ISO-NE_CT,0.9356186818
