tech,case,region,year,capex_usd_per_kw_2024,fixed_om_usd_per_kw_yr_2024,learning_rate,cum_cap_gw,source_doc,build_timestamp
NGCC,Moderate,,2025,1000,15,0.0,,ATB2024,2025-10-06T16:31:03.685236
