
Year,Region_ID,Scenario,Peak_Demand_MW
2038,MISO_LRZ6,MISO 2023 Forecast Table 48 (July non-coincident peak),18366.0
2039,MISO_LRZ6,MISO 2023 Forecast Table 48 (July non-coincident peak),18579.0
2040,MISO_LRZ6,MISO 2023 Forecast Table 48 (July non-coincident peak),18809.0
2041,MISO_LRZ6,MISO 2023 Forecast Table 48 (July non-coincident peak),19013.0
2042,MISO_LRZ6,MISO 2023 Forecast Table 48 (July non-coincident peak),19232.0
2043,MISO_LRZ6,MISO 2023 Forecast Table 48 (July non-coincident peak),19447.0
2044,MISO_LRZ6,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),19670.71839275549
2045,MISO_LRZ6,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),19897.010443106345
2046,MISO_LRZ6,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),20125.90575842341
2047,MISO_LRZ6,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),20357.43428668088
2048,MISO_LRZ6,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),20591.6263203746
2049,MISO_LRZ6,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),20828.51250048546
2050,MISO_LRZ6,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),21068.12382048835
2025,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),19436.0
2026,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),19569.0
2027,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),19603.0
2028,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),19601.0
2029,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),19645.0
2030,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),19706.0
2031,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),19784.0
2032,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),19873.0
2033,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),19966.0
2034,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),20068.0
2035,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),20204.0
2036,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),20328.0
2037,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),20443.0
2038,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),20552.0
2039,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),20636.0
2040,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),20734.0
2041,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),20827.0
2042,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),20938.0
2043,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak),21044.0
2044,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),21143.804448056973
2045,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),21244.08223425555
2046,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),21344.83560347561
2047,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),21446.0668112437
2048,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),21547.778123783577
2049,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),21649.97181806691
2050,MISO_LRZ7,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),21752.650181864246
2025,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),7375.0
2026,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),7457.0
2027,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),7556.0
2028,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),7654.0
2029,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),7752.0
2030,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),7838.0
2031,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),7917.0
2032,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),7997.0
2033,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),8066.0
2034,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),8140.0
2035,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),8224.0
2036,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),8315.0
2037,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),8405.0
2038,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),8503.0
2039,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),8603.0
2040,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),8712.0
2041,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),8811.0
2042,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),8910.0
2043,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak),9008.0
2044,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),9112.543556590135
2045,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),9218.30040749916
2046,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),9325.284633777612
2047,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),9433.51047989556
2048,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),9542.992355639188
2049,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),9653.7448380294
2050,MISO_LRZ8,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),9765.782673262667
2025,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),20828.0
2026,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),21097.0
2027,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),21437.0
2028,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),21780.0
2029,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),22040.0
2030,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),22267.0
2031,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),22415.0
2032,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),22474.0
2033,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),22578.0
2034,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),22769.0
2035,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),22855.0
2036,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),23001.0
2037,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),23185.0
2038,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),23356.0
2039,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),23589.0
2040,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),23788.0
2041,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),24007.0
2042,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),24204.0
2043,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak),24393.0
2044,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),24605.86096050722
2045,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),24820.579412446736
2046,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),25037.17156487076
2047,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),25255.653768276752
2048,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),25476.04251584176
2049,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),25698.35444466744
2050,MISO_LRZ9,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),25922.606337036024
2025,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),90899.0
2026,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),91666.0
2027,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),92394.0
2028,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),93036.0
2029,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),93723.0
2030,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),94374.0
2031,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),95021.0
2032,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),95698.0
2033,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),96346.0
2034,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),97048.0
2035,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),97780.0
2036,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),98555.0
2037,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),99337.0
2038,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),100055.0
2039,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),100657.0
2040,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),101293.0
2041,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),101817.0
2042,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),102434.0
2043,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak),103105.0
2044,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),103726.06739435064
2045,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),104350.8758750533
2046,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),104979.44797706512
2047,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),105611.80637108562
2048,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),106247.97386437454
2049,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),106887.9734015743
2050,MISO_NORTH,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),107531.8280655376
2025,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),32896.0
2026,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),33293.0
2027,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),33774.0
2028,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),34253.0
2029,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),34639.0
2030,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),34977.0
2031,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),35231.0
2032,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),35392.0
2033,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),35581.0
2034,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),35869.0
2035,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),36074.0
2036,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),36340.0
2037,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),36639.0
2038,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),36935.0
2039,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),37296.0
2040,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),37636.0
2041,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),37981.0
2042,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),38304.0
2043,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak),38618.0
2044,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),38963.6930318904
2045,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),39312.48057080595
2046,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),39664.39031754722
2047,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),40019.45022088134
2048,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),40377.68847976174
2049,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),40739.1335455677
2050,MISO_SOUTH,MISO 2023 Forecast Table 48 (July non-coincident peak) (extrapolated beyond 2043),41103.814124364
2025,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2220.0
2026,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2308.0
2027,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2374.0
2028,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2428.0
2029,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2471.0
2030,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2526.0
2031,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2602.0
2032,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2698.0
2033,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2785.0
2034,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2914.0
2035,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3062.0
2036,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3235.0
2037,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3411.0
2038,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3594.0
2039,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3792.0
2040,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3991.0
2041,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4187.0
2042,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4367.0
2043,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4529.0
2044,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4672.0
2045,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4793.0
2046,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4898.0
2047,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4984.0
2048,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,5056.0
2049,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,5106.0
2050,NYISO_A,NYISO 2024 Gold Book Baseline Summer Non-Coincident,5138.0
2025,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1526.0
2026,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1597.0
2027,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1639.0
2028,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1660.0
2029,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1683.0
2030,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1714.0
2031,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1752.0
2032,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1803.0
2033,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1848.0
2034,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1923.0
2035,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2011.0
2036,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2115.0
2037,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2221.0
2038,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2327.0
2039,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2441.0
2040,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2557.0
2041,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2673.0
2042,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2780.0
2043,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2874.0
2044,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2954.0
2045,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3025.0
2046,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3088.0
2047,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3140.0
2048,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3181.0
2049,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3210.0
2050,NYISO_B,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3229.0
2025,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2518.0
2026,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2486.0
2027,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2592.0
2028,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2680.0
2029,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2803.0
2030,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2947.0
2031,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3127.0
2032,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3238.0
2033,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3396.0
2034,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3577.0
2035,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3735.0
2036,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3882.0
2037,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4015.0
2038,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4137.0
2039,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4278.0
2040,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4419.0
2041,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4567.0
2042,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4705.0
2043,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4821.0
2044,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4924.0
2045,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,5003.0
2046,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,5085.0
2047,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,5158.0
2048,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,5204.0
2049,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,5241.0
2050,NYISO_C,NYISO 2024 Gold Book Baseline Summer Non-Coincident,5252.0
2025,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,878.0
2026,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1043.0
2027,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1194.0
2028,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1284.0
2029,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1285.0
2030,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1290.0
2031,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1290.0
2032,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1291.0
2033,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1294.0
2034,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1298.0
2035,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1303.0
2036,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1310.0
2037,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1317.0
2038,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1323.0
2039,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1330.0
2040,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1338.0
2041,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1345.0
2042,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1352.0
2043,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1357.0
2044,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1362.0
2045,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1366.0
2046,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1370.0
2047,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1373.0
2048,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1374.0
2049,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1376.0
2050,NYISO_D,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1376.0
2025,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1306.0
2026,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1315.0
2027,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1312.0
2028,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1327.0
2029,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1347.0
2030,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1373.0
2031,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1401.0
2032,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1439.0
2033,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1483.0
2034,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1550.0
2035,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1630.0
2036,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1718.0
2037,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1811.0
2038,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1909.0
2039,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2013.0
2040,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2117.0
2041,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2218.0
2042,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2310.0
2043,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2392.0
2044,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2464.0
2045,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2523.0
2046,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2574.0
2047,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2615.0
2048,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2647.0
2049,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2666.0
2050,NYISO_E,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2677.0
2025,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1935.0
2026,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1934.0
2027,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1943.0
2028,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2013.0
2029,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2049.0
2030,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2095.0
2031,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2137.0
2032,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2192.0
2033,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2253.0
2034,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2354.0
2035,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2473.0
2036,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2605.0
2037,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2741.0
2038,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,2884.0
2039,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3037.0
2040,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3191.0
2041,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3347.0
2042,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3489.0
2043,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3617.0
2044,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3727.0
2045,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3827.0
2046,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3918.0
2047,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,3997.0
2048,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4061.0
2049,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4107.0
2050,NYISO_F,NYISO 2024 Gold Book Baseline Summer Non-Coincident,4138.0
2025,NYISO_G,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1517.0
2026,NYISO_G,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1535.0
2027,NYISO_G,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1559.0
2028,NYISO_G,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1602.0
2029,NYISO_G,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1651.0
2030,NYISO_G,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1712.0
2031,NYISO_G,NYISO 2024 Gold Book Baseline Summer Non-Coincident,1772.0
